Protein1,Protein2,Interaction,Directed
YAR071W,YBR256C,metabolic_pathway,1
YGR063C,YPR010C,ppi,0
YBR172C,YKL204W,ppi,0
YDL134C,YMR273C,ppi,0
YLR275W,YLR438CA,ppi,0
YER110C,YHR102W,ppi,0
YDR322CA,YPR020W,ppi,0
YBL064C,YPL173W,ppi,0
YER040W,YKL203C,ppi,0
YHR206W,YPR072W,ppi,0
YML001W,YNL263C,ppi,0
YLR026C,YML115C,ppi,0
YGR113W,YIR010W,ppi,0
YAL003W,YGL137W,ppi,0
YIL109C,YPL218W,ppi,0
YDR256C,YJL006C,ppi,0
YPL042C,YLR228C,kinase_substrate,1
YFR014C,YOR078W,kinase_substrate,1
YKL172W,YOL077C,ppi,0
YHR082C,YDL220C,kinase_substrate,1
YPL018W,YPR046W,ppi,0
YGL142C,YDR302W,metabolic_pathway,0
YAL029C,YKL185W,ppi,0
YHR113W,YOL082W,ppi,0
YJR059W,YIL156W,kinase_substrate,1
YOR156C,YER116C,ubiquitination,1
TTAGUH,YKL194C,ppi,0
YGL244W,YHR030C,ppi,0
YGR013W,YLR116W,ppi,0
YDR412W,YER133W,ppi,0
YHR197W,YOL127W,ppi,0
YLL045C,YLR009W,ppi,0
YEL056W,YER110C,ppi,0
YHR205W,YIL153W,ppi,0
YDR303C,YLR113W,ppi,0
YER012W,YJL001W,ppi,0
YIL035C,YLR196W,ppi,0
YLR342W,YNL025C,ppi,0
YCR039C,YCR084C,ppi,0
YDR064W,YMR086W,ppi,0
YGL099W,YGL135W,ppi,0
YNL307C,YDR259C,kinase_substrate,1
YDL213C,SNR35,ppi,0
YGR052W,YGR097W,ppi,0
YER022W,YOL135C,ppi,0
YHR135C,YHR117W,kinase_substrate,1
YDL088C,YJL041W,ppi,0
YJR059W,YKL062W,kinase_substrate,1
YAL025C,YGL111W,ppi,0
YDR477W,YIL114C,ppi,0
YHR097C,YMR001C,ppi,0
YHR079C,YBR108W,kinase_substrate,1
YFR014C,YJR072C,kinase_substrate,1
YFR014C,YEL017W,kinase_substrate,1
YGL197W,YPL203W,ppi,0
YDR207C,YML099C,ppi,0
YNL192W,YPL204W,ppi,0
YHR005C,YNL119W,ppi,0
YBL099W,YDL181W,ppi,0
YJL185C,YPR049C,ppi,0
YHR200W,YNL096C,ppi,0
YLR347C,YPR025C,ppi,0
YHL034C,YPL090C,ppi,0
YAR002CA,YFL048C,ppi,0
YBL016W,YDR103W,kinase_substrate,1
YJL039C,YKL152C,ppi,0
YIL035C,YMR309C,kinase_substrate,1
YLR178C,YNL207W,ppi,0
YLR403W,YPR190C,ppi,0
YHR085W,YPL093W,ppi,0
YJL095W,YAR019C,kinase_substrate,1
YKL052C,YOR351C,ppi,0
YJL092W,YPL121C,ppi,0
YBR118W,YHR186C,ppi,0
YBL003C,YCR086W,ppi,0
YDR523C,YPR082C,ppi,0
YGR040W,YJL089W,kinase_substrate,1
YNL002C,YOR267C,ppi,0
YGL179C,YMR165C,kinase_substrate,1
YGL120C,YPL217C,ppi,0
YMR231W,YPL195W,ppi,0
YKL126W,YNR047W,kinase_substrate_both,0
YPL042C,YKL043W,kinase_substrate,1
YOL077C,YOR272W,ppi,0
YHR183W,YML121W,ppi,0
YLR319C,YOL112W,ppi,0
YJL095W,YKL172W,ppi,0
YGR104C,YPR056W,ppi,0
YGR060W,YHR072W,ppi,0
YBR023C,YDL103C,metabolic_pathway,0
YDL227C,YML088W,ppi,0
YJR112W,YMR168C,ppi,0
YMR080C,YNL118C,ppi,0
YHR082C,YHL024W,kinase_substrate,1
YMR075W,YPR023C,ppi,0
YLR027C,YCR005C,metabolic_pathway,0
YAR007C,YMR106C,ppi,0
YER167W,YGR238C,ppi,0
YDR145W,YGR274C,ppi,0
YBR145W,YDR368W,metabolic_pathway,0
YDR145W,YML114C,ppi,0
YKR081C,YML065W,ppi,0
YIL046W,YNL103W,ppi,0
YDR333C,YMR242C,ppi,0
YDR381W,YLL054C,ppi,0
YNL307C,YDL149W,kinase_substrate,1
YHR135C,YLR293C,kinase_substrate,1
YDR224C,YML034W,ppi,0
YDL207W,YKR082W,ppi,0
YBR200W,YMR197C,ppi,0
YBR114W,YJR052W,ppi,0
YLR452C,YLR457C,ppi,0
YOR063W,YPR051W,ppi,0
YBR272C,YIL075C,ppi,0
YGR167W,YHR108W,ppi,0
YGR056W,YMR106C,ppi,0
YPL042C,YNL186W,kinase_substrate,1
YBL046W,YDR224C,ppi,0
NME1,YAL033W,ppi,0
YHR105W,YOR036W,ppi,0
RDN582,YOR048C,ppi,0
YHR082C,YPL257WA,kinase_substrate,1
YKR003W,YPR173C,ppi,0
YHR079C,YDL070W,kinase_substrate,1
YBL026W,YOL149W,ppi,0
YEL037C,YHR027C,ppi,0
YNL307C,YAL007C,kinase_substrate,1
YNL154C,YPR013C,kinase_substrate,1
YIL083C,CX78,metabolic_pathway,1
YBR059C,YGR021W,kinase_substrate,1
YDL088C,YMR129W,ppi,0
YLL006W,YML032C,ppi,0
YJL106W,YNL272C,kinase_substrate,1
YGL120C,YJL122W,ppi,0
YCL054W,YER006W,ppi,0
YLR386W,YNL054W,ppi,0
YDR318W,YJR060W,ppi,0
YAL032C,YER013W,ppi,0
YPL209C,YIL144W,kinase_substrate,1
YGR195W,YPR072W,ppi,0
YDR427W,YER012W,ppi,0
YKL055C,YML091C,ppi,0
YNL030W,YOR290C,ppi,0
YGR218W,YMR180C,ppi,0
YJL187C,YDL070W,kinase_substrate,1
YJR076C,YNL078W,ppi,0
YBR160W,YDL089W,kinase_substrate,1
YER161C,YNR023W,ppi,0
YHR118C,YNL261W,ppi,0
YHR082C,YGL105W,kinase_substrate,1
YDL207W,YKL068W,ppi,0
YHR082C,YPL041C,kinase_substrate,1
YLL004W,YPR018W,ppi,0
YJL140W,YNR010W,ppi,0
YHR079C,YJL051W,kinase_substrate,1
YHR082C,YPL180W,ppi,0
YHR165C,YKL152C,ppi,0
YIL103W,YKL191W,ppi,0
YAL054C,YER073W,metabolic_pathway,0
YDR392W,YGL158W,ppi,0
YIL095W,YPR137CA,kinase_substrate,1
YLR025W,YOR275C,ppi,0
YDL028C,YER018C,ppi,0
YJL178C,YLR431C,ppi,0
YPL031C,YHR028C,kinase_substrate,1
YNL154C,YMR291W,kinase_substrate,1
YOR001W,YOR076C,ppi,0
YGL194C,YNL031C,ppi,0
YJL164C,YOR092W,kinase_substrate,1
YKL166C,YLR113W,kinase_substrate,1
YBR028C,YER015W,ppi,0
YAL043C,YMR061W,ppi,0
YNL154C,YDL153C,kinase_substrate,1
YJL187C,YGL100W,kinase_substrate,1
YLR158C,YPL265W,metabolic_pathway,1
YGL210W,YOR070C,ppi,0
YKL101W,YBL024W,kinase_substrate,1
YDR224C,SNR17A,ppi,0
YGL103W,YKR081C,ppi,0
YER166W,YJR073C,metabolic_pathway,0
YDL042C,YDR247W,ppi,0
YBR210W,YGR284C,ppi,0
YPL031C,YJR001W,kinase_substrate,1
YNL154C,YDR259C,kinase_substrate,1
YKL014C,YNL178W,ppi,0
YER110C,YJL041W,ppi,0
YJR148W,YNL104C,metabolic_pathway,0
YKL145W,YLR421C,ppi,0
YER133W,YMR311C,ppi,0
YLR223C,YNL216W,ppi,0
YDR497C,YHR046C,metabolic_pathway,1
YEL019C,YLR383W,ppi,0
YLR418C,YOR151C,ppi,0
YGL049C,YNL244C,ppi,0
YDR142C,YGR239C,ppi,0
YBL016W,YDR439W,kinase_substrate,1
YOR011W,CX66,metabolic_pathway,0
YFL039C,YOR141C,ppi,0
YDL207W,YOL086C,ppi,0
YGL073W,YNL209W,ppi,0
YKL062W,YPL204W,ppi,0
YGR040W,YGL105W,kinase_substrate,1
TNGUUO1,YBL072C,ppi,0
YEL026W,YPL193W,ppi,0
YDL100C,YOR007C,ppi,0
YGL215W,YKL103C,ppi,0
YBR059C,YFR021W,kinase_substrate,1
YER093C,YIL105C,ppi,0
YBR010W,YLR357W,ppi,0
YDR028C,YGR252W,ppi,0
YPL204W,YJR044C,kinase_substrate,1
YKL211C,YPL026C,ppi,0
YNL183C,YNL180C,kinase_substrate,1
YDR252W,YPR072W,ppi,0
YJR031C,YKR030W,ppi,0
YHR135C,YOL078W,kinase_substrate,1
YBL050W,YLR026C,ppi,0
YDL084W,YIL021W,ppi,0
YLR102C,YOR249C,ppi,0
YKL155C,YPL118W,ppi,0
YDL205C,YOR278W,metabolic_pathway,0
YPL141C,YJR095W,kinase_substrate,1
YGL158W,YGR210C,kinase_substrate,1
YOR229W,YOR230W,ppi,0
YDR122W,YPR115W,ppi,0
YJL106W,YHR124W,kinase_substrate,1
YGL180W,YJR044C,kinase_substrate,1
YJL061W,YML031W,ppi,0
YLL004W,YPR120C,ppi,0
YPL150W,YNL064C,kinase_substrate,1
YHR216W,YLR209C,metabolic_pathway,0
YDR398W,YHR196W,ppi,0
YML014W,YNR046W,ppi,0
YBR262C,YKR016W,ppi,0
YIL083C,YKL088W,metabolic_pathway,1
YHR065C,YJR002W,ppi,0
YDR246W,YDR472W,ppi,0
YKL197C,YNL329C,ppi,0
YMR263W,YNL330C,ppi,0
YIL019W,YOR078W,ppi,0
YLR406C,YNL255C,ppi,0
YBR009C,YGR275W,ppi,0
YIL095W,YLR460C,kinase_substrate,1
YNL154C,YJR063W,kinase_substrate,1
YML056C,YJR133W,metabolic_pathway,0
YLR307W,YOL016C,ppi,0
YOR190W,YFL011W,metabolic_pathway,1
YNL062C,YNL244C,ppi,0
YFR015C,YJL137C,ppi,0
YKL166C,YHL020C,kinase_substrate,1
YJL061W,YKR082W,ppi,0
YDR347W,YKL155C,ppi,0
YFR024CA,YMR216C,ppi,0
YBR060C,YNL261W,ppi,0
YHR107C,YNL166C,ppi,0
YDL014W,YEL026W,ppi,0
YBR117C,CYC120,metabolic_pathway,0
YHR016C,YIL095W,ppi,0
YBL045C,YNL122C,ppi,0
YGR200C,YIL021W,ppi,0
YDL191W,YDR333C,ppi,0
YGL100W,YHR174W,ppi,0
YGL180W,YER125W,kinase_substrate,1
YGR086C,YLR166C,ppi,0
YLR166C,YPR055W,ppi,0
YBR279W,YOL051W,ppi,0
YKL014C,YMR290C,ppi,0
YJR132W,YPR093C,ppi,0
YLR249W,YNL255C,ppi,0
YAL034WA,YBR073W,ppi,0
YDL247W,YJL221C,metabolic_pathway,1
YHL007C,YNL118C,kinase_substrate,1
YGL092W,YLR347C,ppi,0
YDL007W,YHR200W,ppi,0
YBR142W,YLL019C,ppi,0
YAL040C,YLR182W,ppi,0
YGL158W,YJR141W,kinase_substrate,1
YDL008W,YLR127C,ppi,0
YER170W,YDL198C,metabolic_pathway,0
YDR468C,YJL029C,ppi,0
YLL039C,YLR208W,ppi,0
YJL057C,YMR276W,ppi,0
YDR523C,YEL039C,ppi,0
YBR160W,YGR186W,kinase_substrate,1
YLL026W,YNL229C,ppi,0
YCR002C,YLR314C,ppi,0
YMR246W,CX20,metabolic_pathway,1
YDL081C,YLR340W,ppi,0
YIL061C,YLL036C,ppi,0
YDL191W,YIL148W,ppi,0
YBR202W,YDR489W,ppi,0
YBR059C,YHR161C,kinase_substrate,1
YDR063W,YJR065C,ppi,0
YMR091C,YNL031C,ppi,0
YJL106W,YDL153C,kinase_substrate,1
YBL016W,YHR117W,kinase_substrate,1
YBL088C,YOR189W,kinase_substrate,1
YDR188W,YJL014W,ppi,0
YMR139W,YPR106W,ppi,0
YDR206W,YHL007C,ppi,0
YGR087C,YDR368W,metabolic_pathway,1
YER125W,YHR097C,ppi,0
YGL220W,YLL029W,ppi,0
YER022W,YGR186W,ppi,0
YLL006W,YOL009C,ppi,0
YBR211C,YGL060W,ppi,0
YCL032W,YLR006C,given_gasch,1
YBL045C,YIL087C,ppi,0
YOR351C,YFL034W,kinase_substrate,1
YAL034WA,YER018C,ppi,0
YDL106C,YPR086W,ppi,0
YML077W,YOR115C,ppi,0
YNL307C,YBL024W,kinase_substrate,1
YDR460W,YIL143C,ppi,0
YGL123W,YLR192C,ppi,0
YBR118W,YDL002C,ppi,0
YBR009C,YMR091C,ppi,0
YGL005C,YMR186W,ppi,0
YFL008W,YJL074C,ppi,0
YIL019W,YNL132W,ppi,0
YDR510W,YLR383W,ppi,0
YGL244W,YLR249W,ppi,0
YIL035C,YOR341W,ppi,0
YER095W,YNL031C,ppi,0
YGR060W,YHR007C,ppi,0
YDR265W,YLR191W,ppi,0
YDL028C,YNL007C,ppi,0
YEL034W,YFL023W,ppi,0
YDR252W,YNL288W,ppi,0
YGR256W,YDR487C,metabolic_pathway,1
YNL154C,YOR084W,ppi,0
YFL029C,YGR080W,ppi,0
YJL010C,YPR137W,ppi,0
YFR043C,YLR248W,ppi,0
YBR082C,YDR059C,ppi,0
YOR341W,YPR110C,ppi,0
YGR130C,YHR010W,ppi,0
YGL180W,YNL272C,kinase_substrate,1
YGL003C,YIL142W,ppi,0
YNR010W,YOL135C,ppi,0
YOR233W,YDL153C,kinase_substrate,1
YGR005C,YLR418C,ppi,0
YER123W,YKL210W,ppi,0
YLR154C,YNL072W,ppi,0
YGR271W,YPL220W,ppi,0
YDL047W,YJL014W,ppi,0
YNL154C,YOR239W,kinase_substrate,1
YNL290W,YOR144C,ppi,0
YKL101W,YGR210C,kinase_substrate,1
YER103W,YJR132W,ppi,0
YHR135C,YBR130C,kinase_substrate,1
YER133W,YNL222W,ppi,0
YLL019C,YNL004W,ppi,0
YKR082W,YMR047C,ppi,0
YEL020WA,YHR005CA,ppi,0
YGR175C,YMR015C,ppi,0
YEL062W,YHL023C,given_gasch,0
YLR436C,YMR304W,ppi,0
YJL106W,YNL116W,kinase_substrate,1
YJR059W,YIL107C,kinase_substrate,1
YBL085W,YNL025C,ppi,0
YJL092W,YNL078W,ppi,0
YDR333C,YGR048W,ppi,0
YLR033W,YNL030W,ppi,0
YIL038C,YPL203W,ppi,0
YGL111W,YKR063C,ppi,0
YMR231W,YOR089C,ppi,0
YLR134W,YDR368W,metabolic_pathway,1
YML092C,YOR157C,ppi,0
YGR040W,YNR006W,kinase_substrate,1
YBL046W,YDR225W,ppi,0
YDR324C,YIL019W,ppi,0
YKL145W,YOL145C,ppi,0
YCL024W,YNL078W,ppi,0
YBL016W,YNL284CA,kinase_substrate,1
YMR020W,YOR273C,metabolic_pathway,0
YDL155W,YDR507C,ppi,0
YDR122W,YML006C,ppi,0
YER155C,YIL113W,ppi,0
YGL134W,YPR115W,ppi,0
YDR310C,YNL261W,ppi,0
YER036C,YOR204W,ppi,0
YGR013W,YPL213W,ppi,0
YFR004W,YGR232W,ppi,0
YBL079W,YML031W,ppi,0
YCL029C,YOR156C,ppi,0
YPL031C,YOL049W,kinase_substrate,1
YIR006C,YOR329C,ppi,0
YDR446W,YJL036W,ppi,0
YLR075W,YPR016C,ppi,0
YBL030C,YDL198C,ppi,0
YNL031C,YPR052C,ppi,0
YJL168C,YKL074C,ppi,0
YBL023C,YDR052C,ppi,0
YIL149C,YLL015W,ppi,0
YMR048W,YOL100W,ppi,0
YFR037C,YML127W,ppi,0
YJL164C,YIL075C,kinase_substrate,1
YGR100W,YLR262C,ppi,0
YER162C,YOR257W,ppi,0
YDL101C,YLR001C,kinase_substrate,1
YOR190W,YDR536W,metabolic_pathway,1
YBR145W,YOR377W,metabolic_pathway,0
YLR071C,YNL031C,ppi,0
YCR038C,YPR122W,ppi,0
YKR016W,YOR045W,ppi,0
YJR144W,YOL090W,ppi,0
YJR002W,YMR229C,ppi,0
YDR190C,YMR127C,ppi,0
YKL205W,YOR185C,ppi,0
YKL213C,YML013W,ppi,0
YDL014W,YGL120C,ppi,0
YKL034W,YOL073C,ppi,0
YMR001C,YMR055C,ppi,0
YPL016W,YPL129W,ppi,0
YDL044C,YLR067C,ppi,0
YIL101C,YPL139C,ppi,0
YLR396C,YMR231W,ppi,0
YDL147W,YGL004C,ppi,0
YAL022C,YLR245C,metabolic_pathway,1
YJR002W,YPL090C,ppi,0
YLR347C,YMR308C,ppi,0
YGL120C,YMR229C,ppi,0
YBR262C,YCL057CA,ppi,0
YMR078C,YNL290W,ppi,0
YNL154C,YPR198W,kinase_substrate,1
YDR192C,YGR218W,ppi,0
YDR122W,YER133W,ppi,0
YOR175C,YKR067W,metabolic_pathway,0
YBR060C,YLR117C,ppi,0
YJL106W,YBR108W,kinase_substrate,1
YDR233C,YPL154C,ppi,0
YBL016W,YEL053C,kinase_substrate,1
YCR091W,YAR019C,kinase_substrate,1
YJL054W,YNR017W,ppi,0
YJL081C,YOL012C,ppi,0
YLR119W,YMR077C,ppi,0
YDR060W,YGL120C,ppi,0
YFL023W,YKL081W,ppi,0
YBL075C,YLR026C,ppi,0
YCR047C,YNR046W,ppi,0
YCR095C,YHL029C,ppi,0
YGL025C,YGR104C,ppi,0
YOR267C,YNL272C,kinase_substrate,1
YHL031C,YLR078C,ppi,0
YDL220C,YNL075W,ppi,0
YNL020C,YJR104C,kinase_substrate,1
YHR079C,YLR257W,kinase_substrate,1
YDR523C,YIL103W,kinase_substrate,1
YPL031C,YFR034C,kinase_substrate,1
YPL106C,YPL240C,ppi,0
YJL164C,YGL023C,kinase_substrate,1
YMR201C,YOL090W,ppi,0
YKL210W,YPR080W,ppi,0
YPL026C,YDL019C,kinase_substrate,1
YBR009C,YDR510W,ppi,0
YHR135C,YLR276C,kinase_substrate,1
YLR396C,YNL093W,ppi,0
YDR469W,YLR015W,ppi,0
YLR133W,YGR007W,metabolic_pathway,0
YER111C,YGL207W,ppi,0
YGR052W,YML037C,kinase_substrate,1
YDL132W,YOL133W,ppi,0
YBR009C,YGR056W,ppi,0
YHR082C,YHR186C,ppi,0
YGR178C,YNL085W,ppi,0
YMR080C,YNL112W,ppi,0
YDR448W,YBR010W,acetylation,1
YAL041W,YIL140W,ppi,0
YGR179C,YIR010W,ppi,0
YBR135W,YPL256C,ppi,0
YDL053C,YPL042C,ppi,0
YDL108W,YPR025C,ppi,0
YGR229C,YLR433C,ppi,0
YAL029C,YOR035C,ppi,0
YJL219W,YGL253W,metabolic_pathway,1
YGR002C,YNL136W,ppi,0
YBR160W,YDR052C,kinase_substrate,1
YLL013C,YLR067C,ppi,0
YDL140C,YGL130W,ppi,0
YIL070C,YOR119C,ppi,0
YOR141C,YPL129W,ppi,0
YBL004W,SNR17A,ppi,0
YDR014W,YIL026C,ppi,0
YDR244W,YDR265W,ppi,0
YAL027W,YML032C,ppi,0
YOL113W,YER098W,kinase_substrate,1
YER013W,YKR024C,ppi,0
YCL024W,YKL091C,ppi,0
YHL033C,YKR081C,ppi,0
YGR001C,YLR096W,ppi,0
YDR523C,YPL246C,kinase_substrate,1
YBR160W,YLR278C,kinase_substrate,1
YDR388W,YLR436C,ppi,0
YLR113W,YOR061W,ppi,0
YDR388W,YMR308C,ppi,0
YDR162C,YNL298W,ppi,0
YGL223C,YNL051W,ppi,0
YGL180W,YDL051W,kinase_substrate,1
YKL105C,YMR086W,ppi,0
YJL166W,YNR018W,ppi,0
YGR134W,YKR095W,ppi,0
YLR418C,YPR086W,ppi,0
YLR307W,YBR038W,metabolic_pathway,0
YDL042C,YLR347C,ppi,0
YPL031C,YER009W,kinase_substrate,1
YDL028C,YFR038W,ppi,0
YPL031C,YOR251C,kinase_substrate,1
YBR031W,YLR438CA,ppi,0
YOL128C,YJR059W,kinase_substrate,1
YMR001C,YNL225C,ppi,0
YMR308C,YOR098C,ppi,0
YDR118W,YGL003C,ppi,0
YDR207C,YMR263W,ppi,0
YCR091W,YAL028W,kinase_substrate,1
YJL010C,YPR112C,ppi,0
YDR497C,YDR287W,metabolic_pathway,1
YBR253W,YDR477W,ppi,0
YDL116W,YMR129W,ppi,0
YAL043C,YGR156W,ppi,0
YBR107C,YGL071W,ppi,0
YDR477W,YDL225W,kinase_substrate,1
YPL031C,YHR205W,kinase_substrate,1
YLR166C,YLR259C,ppi,0
YHL007C,YDR023W,kinase_substrate,1
YDR118W,YDR113C,ubiquitination,1
YBL006C,YBR010W,ppi,0
YHR135C,YPL133C,kinase_substrate,1
YGL180W,YEL017W,kinase_substrate,1
YGR167W,YNL238W,ppi,0
YGR274C,YPL129W,ppi,0
YFR014C,YHR087W,ppi,0
YGL044C,YOR250C,ppi,0
YAR071W,YDR236C,metabolic_pathway,1
YKL099C,YOR310C,ppi,0
YDR466W,YLR060W,ppi,0
YGR055W,YOR322C,ppi,0
YHR062C,YNL221C,ppi,0
YGL179C,YER131W,kinase_substrate,1
YFL039C,YMR260C,ppi,0
YGL099W,YPL220W,ppi,0
YGR080W,YNL138W,ppi,0
YCL029C,YPL269W,ppi,0
YDL101C,YER079W,kinase_substrate,1
YBR059C,YKR009C,kinase_substrate,1
YBR089CA,YCR084C,ppi,0
YIL136W,YKR016W,ppi,0
YOR351C,YAL028W,kinase_substrate,1
YIL066C,YML058W,ppi,0
YLR229C,YMR232W,ppi,0
YMR153W,YPL020C,ppi,0
YFL036W,YML025C,ppi,0
YKL049C,YKL052C,ppi,0
YER032W,YER161C,ppi,0
YKL074C,YMR216C,ppi,0
YGR253C,YIL075C,ppi,0
TLUAAJ,YOR110W,ppi,0
YJL066C,YNL128W,ppi,0
YER025W,YLR291C,ppi,0
YGR071C,YPL153C,ppi,0
YCR093W,YNL025C,ppi,0
YDR335W,YPR010C,ppi,0
YGL180W,YGR249W,kinase_substrate,1
YAL007C,YOL018C,ppi,0
YDL091C,YJL092W,ppi,0
YML092C,YOR261C,ppi,0
Q0045,YIL111W,ppi,0
YBL079W,YFR002W,ppi,0
YLL013C,YPL204W,ppi,0
YHR077C,YMR080C,ppi,0
YPL258C,YPR121W,metabolic_pathway,0
YBL025W,YFR028C,ppi,0
YLR424W,YOR357C,ppi,0
YBL078C,YOL083W,ppi,0
YNL206C,YPR018W,ppi,0
YER082C,YIL019W,ppi,0
YHR135C,YOR092W,kinase_substrate,1
YBR175W,YHR119W,ppi,0
YDL226C,YFL039C,ppi,0
YBL105C,YEL002C,ppi,0
YDR469W,YHR119W,ppi,0
YDL076C,YNL330C,ppi,0
YDR057W,YKL145W,ppi,0
YBR039W,YIL106W,ppi,0
YHR135C,YOR153W,kinase_substrate,1
YLR096W,YOR093C,ppi,0
YGR049W,YOL026C,ppi,0
YGL120C,YOR185C,ppi,0
YFR024CA,YPR171W,ppi,0
YGL011C,YPL144W,ppi,0
YGL135W,YLR340W,ppi,0
YKL079W,YPR049C,ppi,0
YDR233C,YML031W,ppi,0
YPL204W,YMR153W,kinase_substrate,1
YBR088C,YMR078C,ppi,0
YDR145W,YOL148C,ppi,0
YML062C,YNL288W,ppi,0
YPL203W,YKL038W,kinase_substrate,1
YLL024C,YPL106C,ppi,0
YDR108W,YDR246W,ppi,0
YGL003C,YMR308C,ppi,0
YOR231W,YAR019C,kinase_substrate,1
YJR082C,YNL298W,ppi,0
YOL016C,YPR036W,ppi,0
YGL181W,YNL243W,ppi,0
YJL164C,YJL084C,kinase_substrate,1
YIR010W,YLR315W,ppi,0
YDL007W,YER012W,ppi,0
YJR031C,YNL287W,ppi,0
YDL140C,YGL043W,ppi,0
YBR095C,YPR023C,ppi,0
YJL095W,YPL191C,kinase_substrate,1
YGL031C,YOR063W,ppi,0
YGR252W,YKR008W,ppi,0
YJL074C,YPR007C,ppi,0
Q0085,YPL271W,ppi,0
YAL010C,YMR203W,ppi,0
YGL153W,YJL210W,ppi,0
YIL079C,YNL299W,ppi,0
YAR019C,YBR151W,kinase_substrate,1
YBR023C,YOR299W,ppi,0
YGR119C,YJL039C,ppi,0
YJL080C,YJL157C,ppi,0
YEL012W,YMR291W,ppi,0
YGR092W,YCR105W,kinase_substrate,1
YBR200W,YJL128C,ppi,0
YPL031C,YMR290C,kinase_substrate,1
YLR248W,YHR131C,kinase_substrate,1
YDR108W,YML077W,ppi,0
YFR001W,YOR267C,ppi,0
YDR168W,YML041C,ppi,0
YHR079C,YOR162C,kinase_substrate,1
YCR060W,YHR034C,ppi,0
YBR160W,YDR042C,kinase_substrate,1
YLR248W,YPR091C,kinase_substrate,1
YDL064W,YMR168C,ppi,0
YPL031C,YLL022C,kinase_substrate,1
YHL025W,YJL176C,ppi,0
YBR082C,YDR244W,ppi,0
YLR440C,YNL258C,ppi,0
YDL030W,YLL036C,ppi,0
YJL164C,YDR172W,kinase_substrate,1
YOL045W,YOR184W,ppi,0
YNL124W,YPL240C,ppi,0
YDR216W,YPR086W,ppi,0
YDR388W,YGR098C,ppi,0
YDR325W,YLR086W,ppi,0
YDR087C,YOR063W,ppi,0
YLL057C,YPL092W,metabolic_pathway,1
YBR103W,YHR119W,ppi,0
YBR173C,YMR037C,ppi,0
YBR079C,YMR309C,ppi,0
YGR253C,YOR362C,ppi,0
YLR301W,YPL204W,ppi,0
YGL011C,YHL030W,ppi,0
YNL106C,YJR110W,metabolic_pathway,0
YDR261C,YDR342C,metabolic_pathway,1
YGL179C,YMR304W,kinase_substrate,1
YDL029W,YJR065C,ppi,0
YAR007C,YLR274W,ppi,0
YER126C,YNR053C,ppi,0
YHR165C,YKL173W,ppi,0
YPL172C,YJL167W,metabolic_pathway,0
YGL059W,YJR059W,kinase_substrate,1
YNL207W,YOR182C,ppi,0
YDL166C,YLR344W,ppi,0
YBR017C,YOR098C,ppi,0
YDR395W,YJL041W,ppi,0
YMR288W,YPL213W,ppi,0
YBL050W,YGL212W,ppi,0
YDR507C,YLR242C,kinase_substrate,1
YDL147W,YGL011C,ppi,0
YER012W,YFR010W,ppi,0
YJL164C,YLR319C,kinase_substrate,1
YGR092W,YOL104C,kinase_substrate,1
YLR026C,YNL041C,ppi,0
YLR251W,YPR133WA,ppi,0
YBR023C,YJL099W,ppi,0
YBR127C,YOR270C,ppi,0
YER148W,YMR227C,ppi,0
YDR477W,YBR010W,kinase_substrate,1
YFR014C,YIL167W,kinase_substrate,1
YHR134W,YLL039C,proteolyticprocessing,1
YKL160W,YOR039W,ppi,0
YBL016W,YJR014W,kinase_substrate,1
YCR002C,YNL078W,ppi,0
YGR252W,YOL012C,acetylation,1
YDR427W,YFR004W,ppi,0
YGR103W,YJL095W,ppi,0
YDR309C,YHR107C,ppi,0
YBR160W,YKL116C,kinase_substrate,1
YKL165C,CX99,metabolic_pathway,0
YGR135W,YOR362C,ppi,0
YAL043C,YKL018W,ppi,0
YDL214C,YKL168C,kinase_substrate,1
YLR207W,YML013W,ppi,0
YNL233W,YNL289W,ppi,0
YNL154C,YDL220C,kinase_substrate,1
YHR082C,YAL020C,kinase_substrate,1
YBL016W,YGL178W,ppi,0
YGL116W,YGR188C,ppi,0
YNL154C,YKL079W,kinase_substrate,1
YNL329C,YOL044W,ppi,0
YGL035C,YGR040W,ppi,0
YOL051W,YPL042C,ppi,0
YDL053C,YHR121W,ppi,0
YJR095W,CYC309,metabolic_pathway,0
YHR135C,YLR257W,kinase_substrate,1
YBR279W,YLR249W,ppi,0
YBR009C,YBR195C,ppi,0
YDR087C,YOR267C,ppi,0
YML034W,YOL100W,ppi,0
YMR048W,YNL273W,ppi,0
YGR129W,YLR424W,ppi,0
YBL008W,YBR009C,ppi,0
YLR008C,YNR017W,ppi,0
YJR066W,YDR005C,kinase_substrate,1
YHR135C,YER139C,kinase_substrate,1
YDR247W,YOL010W,ppi,0
YKR048C,YNL078W,ppi,0
YHL004W,YIL093C,ppi,0
YDR013W,YHR118C,ppi,0
YHR079C,YLR006C,kinase_substrate,1
YHR194W,YOR147W,ppi,0
YDR328C,YMR291W,ppi,0
YGR275W,YNL255C,ppi,0
YMR001C,YMR032W,kinase_substrate,1
YNL207W,YOL121C,ppi,0
YDR390C,YDL064W,sumoylation,1
YGR027C,YHR200W,ppi,0
YBL003C,YJL081C,ppi,0
YGL173C,YGR054W,ppi,0
YDR356W,YGR161C,ppi,0
YGL122C,YML064C,ppi,0
YBL018C,YHR062C,ppi,0
