Protein1,Protein2,Interaction,Directed
YBR198C,YCR042C,ppi,0
YGR186W,YPL203W,ppi,0
YFR014C,YNL227C,kinase_substrate,1
YDL002C,YOR141C,ppi,0
YDL132W,YDL216C,ppi,0
YJR042W,YKR082W,ppi,0
YGR092W,YPL257WA,kinase_substrate,1
YCL011C,YDR138W,ppi,0
YER006W,YPL093W,ppi,0
YLR009W,YOR252W,ppi,0
YNL076W,YOR326W,ppi,0
YDL014W,YOL010W,ppi,0
YJR059W,YHR112C,kinase_substrate,1
YDL043C,YOR308C,ppi,0
YBL103C,YJR066W,ppi,0
YLR293C,YOR112W,ppi,0
YKL057C,YOR098C,ppi,0
YKL166C,YBR142W,kinase_substrate,1
YPL031C,YHR071W,kinase_substrate,1
YAR007C,YDR499W,ppi,0
YHR079C,YMR046C,kinase_substrate,1
YGR159C,YNL124W,ppi,0
YGL212W,YOR034C,ppi,0
YOR244W,YNL215W,acetylation,1
YDR510W,YHR187W,ppi,0
YLR314C,YMR055C,ppi,0
YHL002W,YOR138C,ppi,0
YKR054C,YML085C,ppi,0
YDR103W,YPR119W,ppi,0
YHR082C,YNL064C,kinase_substrate,1
YBR029C,YBR192W,metabolic_pathway,0
YGL103W,YKL014C,ppi,0
YBL018C,YIR015W,ppi,0
YNL307C,YJR141W,kinase_substrate,1
YBR069C,YJR077C,ppi,0
YML049C,YPR094W,ppi,0
YER172C,YNL147W,ppi,0
YBR246W,YPL183C,ppi,0
YDR289C,YOR151C,ppi,0
YGL012W,YHL007C,ppi,0
YDL013W,YDR510W,sumoylation,1
YLR022C,YOR063W,ppi,0
YGL158W,YIL004C,kinase_substrate,1
YCR084C,YKL043W,ppi,0
YJL164C,YNL098C,kinase_substrate,1
YBR111WA,YBR135W,ppi,0
YBR079C,YOL117W,ppi,0
YDR103W,YDR335W,ppi,0
YER012W,YOR117W,ppi,0
YGR270W,YIL021W,ppi,0
YOL016C,YGL073W,kinase_substrate,1
YBL069W,YNL161W,ppi,0
YDR130C,YER133W,ppi,0
YJR046W,YPR019W,ppi,0
YHR030C,YNL053W,kinase_substrate,1
YAL035W,YJR007W,ppi,0
YHR023W,YLL021W,ppi,0
YGL048C,YKL010C,ppi,0
YBL016W,YBR200W,ppi,0
YGL060W,YPL018W,ppi,0
YDL230W,YLR342W,ppi,0
YDR192C,YGR192C,ppi,0
YNL154C,YMR233W,kinase_substrate,1
YDL166C,YML028W,ppi,0
YGL210W,YMR291W,ppi,0
YLR134W,YDL168W,metabolic_pathway,1
YDR033W,YOR153W,ppi,0
YIR008C,YPR019W,ppi,0
YFR028C,YGR140W,ppi,0
YHR099W,YPL047W,ppi,0
YHR135C,YKL093W,kinase_substrate,1
YJR021C,YNL210W,ppi,0
YJL124C,YOL139C,ppi,0
YHR082C,YLR249W,kinase_substrate,1
YLR096W,YOR061W,ppi,0
YBR142W,YMR290C,ppi,0
YBR091C,YOR297C,ppi,0
YBR079C,YLR192C,ppi,0
YJL164C,YER125W,kinase_substrate,1
YAL032C,YKR054C,ppi,0
YOL012C,YOR189W,ppi,0
YPL031C,YBR151W,kinase_substrate,1
YDR381W,YNL139C,ppi,0
YMR260C,YNL207W,ppi,0
YBR082C,YPL037C,ppi,0
YER164W,YOL148C,ppi,0
YMR138W,YPL241C,ppi,0
YGR095C,YHR069C,ppi,0
YHR094C,YFR053C,metabolic_pathway,1
YCR093W,YPL037C,ppi,0
YIL035C,YJR093C,kinase_substrate,1
YIL038C,YML098W,ppi,0
CX80,YPL148C,metabolic_pathway,1
YPL209C,YBR222C,kinase_substrate,1
YBL030C,YPL078C,ppi,0
YER133W,YMR001C,ppi,0
YHR135C,YNL227C,kinase_substrate,1
YDR261C,YJR158W,metabolic_pathway,1
YCR035C,YNL251C,ppi,0
YKL117W,YNL186W,ppi,0
YDL042C,YDR233C,ppi,0
YBL087C,YDR333C,ppi,0
YPR119W,YBR160W,kinase_substrate,1
Q0080,YBL099W,ppi,0
YPL194W,YPR052C,ppi,0
YEL009C,YGL025C,ppi,0
YML091C,YOR221C,ppi,0
YER178W,YLR340W,ppi,0
YDL132W,YJL149W,ppi,0
YBR154C,YER139C,ppi,0
YDR145W,YPR072W,ppi,0
YDR164C,YLR166C,ppi,0
YDR085C,YER133W,ppi,0
YBR198C,YEL009C,ppi,0
YHR052W,YKL014C,ppi,0
YIL095W,YPR160W,kinase_substrate,1
YDL108W,YLL008W,ppi,0
YKL161C,YPL089C,ppi,0
YFL009W,YLR079W,ubiquitination,1
YLR300W,YJL219W,metabolic_pathway,1
YHR135C,YKL146W,kinase_substrate,1
YBR160W,YDL025C,kinase_substrate,1
YBL088C,YDL220C,kinase_substrate,1
YJR066W,YOL139C,kinase_substrate,1
YER177W,YHL007C,ppi,0
YPL153C,YGL105W,kinase_substrate,1
YDR254W,YLR315W,ppi,0
YCR042C,YGL112C,ppi,0
YNL085W,YPR111W,ppi,0
YER165W,YOR361C,ppi,0
YGR128C,YGR218W,ppi,0
YMR127C,YOR213C,ppi,0
YDR173C,YDR315C,metabolic_pathway,0
YHR088W,YDL140C,ubiquitination,1
YHR174W,YPR152C,ppi,0
YLR113W,YJL093C,kinase_substrate,1
YJL081C,YPL129W,ppi,0
YMR121C,YPR143W,ppi,0
YLR106C,YOR272W,ppi,0
YGL071W,YPR052C,ppi,0
YDR101C,YKR063C,ppi,0
YJL050W,YML091C,ppi,0
YGL150C,YPL082C,ppi,0
YDR333C,YHL033C,ppi,0
YOL058W,YHR018C,metabolic_pathway,0
YER151C,YGR186W,ppi,0
YBR289W,YOR038C,ppi,0
YFR014C,YER131W,kinase_substrate,1
YCR081W,YER022W,ppi,0
YMR139W,YPL077C,kinase_substrate,1
YDR280W,YDR381W,ppi,0
YGL179C,YJR092W,kinase_substrate,1
YAL005C,YDR328C,ppi,0
YDL132W,YDR306C,ppi,0
YDR260C,YOR249C,ppi,0
YDR298C,YJR121W,ppi,0
YBR010W,YGL131C,ppi,0
YDR244W,YML042W,ppi,0
YDR449C,YJL069C,ppi,0
YGR274C,YJL115W,ppi,0
YGR071C,YPL128C,ppi,0
YPL141C,YER122C,kinase_substrate,1
YOR192CC,YPR016C,ppi,0
YGR148C,YGR285C,ppi,0
YGL100W,YPL169C,ppi,0
YDL147W,YER094C,ppi,0
YHL007C,YPL256C,ppi,0
YGR180C,YHR082C,ppi,0
YPL031C,YBR118W,kinase_substrate,1
YKR079C,YNL161W,ppi,0
YBL034C,YOL069W,ppi,0
YEL032W,YJR046W,ppi,0
YDR375C,YMR203W,ppi,0
YGL212W,YLR093C,ppi,0
YGL100W,YPR080W,ppi,0
YHR187W,YMR312W,ppi,0
YBR082C,YDL008W,ppi,0
YHR118C,YMR036C,ppi,0
YJL164C,YPL240C,kinase_substrate,1
YJR005W,YOL062C,ppi,0
YFL024C,YNL031C,ppi,0
YBR079C,YNL243W,ppi,0
YLR105C,YMR059W,ppi,0
YDR014W,YMR076C,ppi,0
YBL071WA,YGR200C,ppi,0
YLR293C,YPL125W,ppi,0
YBR093C,YJL198W,metabolic_pathway,1
YOR011W,YLR020C,metabolic_pathway,0
YBR200W,YOR327C,ppi,0
YER042W,YGR209C,ppi,0
YJR059W,YKL166C,kinase_substrate,1
YDR345C,YGL253W,metabolic_pathway,1
YDL208W,YNL255C,ppi,0
YDR432W,YGL122C,ppi,0
YFL048C,YLR080W,ppi,0
YDL116W,YLL039C,ppi,0
YBL078C,YIL146C,ppi,0
YGL187C,YNR018W,ppi,0
YBL105C,YOR372C,kinase_substrate,1
YPL042C,YGL066W,kinase_substrate,1
YJL019W,YMR078C,ppi,0
YHR061C,YJR076C,ppi,0
YHR135C,YBL024W,kinase_substrate,1
YLL008W,YOL100W,ppi,0
YGL049C,YLR116W,ppi,0
YDL028C,YLL003W,ppi,0
YGR005C,YJL140W,ppi,0
YOR117W,YPR141C,ppi,0
YFR014C,YOR257W,kinase_substrate,1
YBR039W,YJR121W,ppi,0
YBL079W,YGL100W,ppi,0
YBR160W,YGR221C,kinase_substrate,1
YBR009C,YOR141C,ppi,0
YGR103W,YOL077C,ppi,0
YMR054W,YOL018C,ppi,0
YFR021W,YJR025C,ppi,0
YMR125W,YPR086W,ppi,0
YOR061W,YDR382W,kinase_substrate,1
YDL042C,YJR057W,ppi,0
YBR245C,YJR060W,ppi,0
YBR017C,YKL068W,ppi,0
YPL031C,YMR182C,kinase_substrate,1
YER179W,YLR134W,ppi,0
YGR005C,YMR308C,ppi,0
YGR121C,YPL265W,ppi,0
YJL039C,YKL068W,ppi,0
YLR314C,YOR191W,ppi,0
YNL207W,YPR143W,ppi,0
YLR228C,YMR070W,ppi,0
YKR081C,YOR063W,ppi,0
YKL203C,YIL105C,kinase_substrate,1
YER165W,YLL013C,ppi,0
YOR001W,YPL146C,ppi,0
YJL005W,YNL138W,ppi,0
YHR058C,YPL082C,ppi,0
YBR136W,YAR007C,kinase_substrate,1
YGR274C,YML098W,ppi,0
YBR112C,YKL043W,ppi,0
YHR148W,YNL075W,ppi,0
YKL117W,YLR003C,ppi,0
YGL100W,YKL186C,ppi,0
YLR044C,YMR318C,metabolic_pathway,1
YNL298W,YDL149W,kinase_substrate,1
YOR207C,YOR210W,ppi,0
YJL098W,YPR054W,ppi,0
YGL187C,YLR203C,ppi,0
YGL180W,YOR078W,kinase_substrate,1
YAL027W,YER095W,ppi,0
YDL149W,YJL178C,ppi,0
YHR089C,YJL010C,ppi,0
YGL180W,YLR244C,kinase_substrate,1
YLR009W,YNL246W,ppi,0
YKL116C,YDR023W,kinase_substrate,1
YPL031C,YNL245C,kinase_substrate,1
YBR079C,YER036C,ppi,0
YJL085W,YPR055W,ppi,0
YJL085W,YKR055W,ppi,0
YGL158W,YHR099W,ppi,0
YBR136W,YLR437C,kinase_substrate,1
YDR510W,YPL129W,ppi,0
YBL050W,YLR078C,ppi,0
YLR117C,YMR288W,ppi,0
YGL012W,YNL280C,ppi,0
YMR192W,YPL249C,ppi,0
YPL031C,YML062C,kinase_substrate,1
YCL037C,YDR432W,ppi,0
YIL021W,YOL145C,ppi,0
YFR004W,YOR117W,ppi,0
YFL039C,YOR122C,ppi,0
YFR008W,YMR052W,ppi,0
YDR293C,YEL015W,ppi,0
YKL002W,YKL041W,ppi,0
YDL042C,YFR028C,ppi,0
YPL031C,YGR038CA,kinase_substrate,1
YLR314C,YNL166C,ppi,0
YJR059W,YJL167W,kinase_substrate,1
YLR292C,YOR324C,ppi,0
Q0275,YER154W,ppi,0
YOR233W,YOR294W,ppi,0
YKL058W,YOL051W,ppi,0
YDL042C,YEL032W,ppi,0
YDR145W,YPL248C,ppi,0
YDL097C,YER021W,ppi,0
YER022W,YHR058C,ppi,0
YOL113W,YMR215W,kinase_substrate,1
YKL166C,YMR184W,kinase_substrate,1
YER133W,YPR016C,ppi,0
YBR170C,YIR033W,ppi,0
YBR005W,YLL039C,ppi,0
YMR236W,YOL148C,ppi,0
CX42,YBR265W,metabolic_pathway,1
YBR086C,YGL008C,ppi,0
YDL097C,YDR363WA,ppi,0
YDR201W,YGL061C,ppi,0
YBL084C,YGL003C,ppi,0
YIL159W,YKR055W,ppi,0
YFL039C,YLL026W,ppi,0
TRUCUD,YDR341C,ppi,0
YEL032W,YJL072C,ppi,0
YBR109C,YOR358W,ppi,0
YGL213C,YHL022C,ppi,0
YBR072W,YMR236W,ppi,0
YBL097W,YLR272C,ppi,0
YPL031C,YIL172C,kinase_substrate,1
YBL016W,YBL055C,kinase_substrate,1
YCR002C,YDL225W,ppi,0
YBL003C,YDR075W,ppi,0
YGL158W,YMR239C,kinase_substrate,1
YDR087C,YKL014C,ppi,0
YNL154C,YAL034WA,kinase_substrate,1
YJR059W,YGR266W,kinase_substrate,1
YLR397C,YOL012C,ppi,0
YOR244W,YDR225W,acetylation,1
YBR160W,YBL024W,kinase_substrate,1
YKL166C,YDR443C,kinase_substrate,1
YDR510W,YGR214W,ppi,0
YPL256C,YGL075C,kinase_substrate,1
YAL005C,YLR310C,ppi,0
YHR086W,YJR021C,ppi,0
YCL028W,YDR443C,ppi,0
YBR093C,YCR037C,metabolic_pathway,1
YGL158W,YOR089C,kinase_substrate,1
YLR347C,YML031W,ppi,0
YAL038W,YLR418C,ppi,0
YOR074C,YLR058C,metabolic_pathway,0
YGR135W,YLL039C,ppi,0
YDL140C,YGR274C,ppi,0
YGR258C,YOL090W,ppi,0
YJR059W,YNL125C,kinase_substrate,1
YOL077C,YPL043W,ppi,0
YNL307C,YLR006C,kinase_substrate,1
YCR071C,YHL004W,ppi,0
YHR086W,YLR147C,ppi,0
YJL210W,YMR026C,ppi,0
YDR394W,YOR259C,ppi,0
YDR252W,YOR063W,ppi,0
YNL107W,YPR023C,ppi,0
YGR128C,YJR002W,ppi,0
YLR025W,YNL265C,ppi,0
YIL035C,YPR110C,ppi,0
YGR103W,YOR234C,ppi,0
YGR092W,YNL101W,kinase_substrate,1
YFR014C,YML062C,kinase_substrate,1
YER070W,YML058W,ppi,0
YCR008W,YJL189W,ppi,0
YLR268W,YMR183C,ppi,0
YBR041W,YGR175C,ppi,0
YGR245C,YOR063W,ppi,0
YGR252W,YNL030W,acetylation,1
YGL142C,YLL031C,metabolic_pathway,0
YBR081C,YER164W,ppi,0
YGL017W,YLR234W,ppi,0
YGL048C,YPL169C,ppi,0
YHR165C,YLL036C,ppi,0
YHR105W,YOR034C,ppi,0
YDR477W,YOR123C,kinase_substrate,1
YPL203W,YKL079W,kinase_substrate,1
YDR308C,YPR168W,ppi,0
YDL098C,YLL036C,ppi,0
YPL026C,YDL153C,kinase_substrate,1
YFR014C,YLR319C,kinase_substrate,1
YDL045C,YDR236C,metabolic_pathway,0
YBR082C,YER012W,ppi,0
YDR156W,YOR340C,ppi,0
YDR087C,YNL061W,ppi,0
YAL023C,YOL013C,ppi,0
YLR399C,YOL012C,ppi,0
YBR160W,YIL149C,kinase_substrate,1
YJL164C,YOR083W,kinase_substrate,1
YHR016C,YLR144C,ppi,0
YPL031C,YIR001C,kinase_substrate,1
Q0275,YML129C,ppi,0
YDR247W,YNL295W,ppi,0
Q0250,YJR121W,ppi,0
YDR138W,YHR167W,ppi,0
YDL005C,YIL021W,ppi,0
YHR082C,YAL013W,kinase_substrate,1
YBR109C,YFR004W,ppi,0
YPL031C,YNL007C,kinase_substrate,1
YOR098C,YPL169C,ppi,0
YGR245C,YHR052W,ppi,0
YGR258C,YPL248C,ppi,0
YLL016W,YLR310C,ppi,0
YJL057C,YJR032W,ppi,0
YJL010C,YPL093W,ppi,0
YDR510W,YGR140W,sumoylation,1
YKL080W,YOR270C,ppi,0
YBR065C,YPL213W,ppi,0
YIL035C,YOL026C,kinase_substrate,1
YJR084W,YOL117W,ppi,0
YDL040C,YOR117W,ppi,0
YKL009W,YNL110C,ppi,0
YER167W,YER177W,ppi,0
YDR427W,YLR386W,ppi,0
YDL014W,YPL126W,ppi,0
YOR351C,YKL185W,kinase_substrate,1
YAL028W,YOR324C,ppi,0
YKL001C,CX46,metabolic_pathway,0
YBR160W,YIL122W,kinase_substrate,1
YLL039C,YLR246W,ppi,0
YGL158W,YPR160W,kinase_substrate,1
YBL106C,YGR009C,ppi,0
YBL031W,YGR218W,ppi,0
YGL120C,YLR275W,ppi,0
YLR075W,YNL255C,ppi,0
YBR188C,YPR101W,ppi,0
YBL003C,YGL150C,ppi,0
YCR033W,YIL112W,ppi,0
YGL044C,YPR086W,ppi,0
YBR080C,YDL097C,ppi,0
YPL150W,YGL013C,kinase_substrate,1
YIL153W,YMR028W,ppi,0
YGL019W,YGL207W,ppi,0
YNL178W,YNL207W,ppi,0
YJR059W,YBR035C,kinase_substrate,1
YGL209W,YLR347C,ppi,0
YDR192C,YMR255W,ppi,0
YDL101C,YDR032C,ppi,0
YMR001C,YNL068C,kinase_substrate,1
YDR330W,YGR003W,ppi,0
YKL001C,YJR010W,metabolic_pathway,0
YGR103W,YLR340W,ppi,0
YDL160C,YNL069C,ppi,0
YJL164C,YKL171W,kinase_substrate,1
YJL115W,YOL094C,ppi,0
YDR138W,YNL004W,ppi,0
YJL164C,YLR363C,kinase_substrate,1
YGR082W,YNL131W,ppi,0
YDR121W,YOR304W,ppi,0
YHR030C,YPL077C,ppi,0
YEL034W,YLR340W,ppi,0
YPL203W,YPR185W,kinase_substrate,1
YDR485C,YNL107W,ppi,0
YNL307C,YGL186C,kinase_substrate,1
YDR429C,YER165W,ppi,0
YGL179C,YOL130W,kinase_substrate,1
YCR086W,YDR439W,ppi,0
YER038C,YML023C,ppi,0
YCL037C,YPL169C,ppi,0
RDN252,YNL110C,ppi,0
YBR160W,YBL063W,kinase_substrate,1
YJL187C,YOR257W,ppi,0
YMR139W,YOL053W,kinase_substrate,1
YOR181W,YPR154W,ppi,0
YDL103C,YOR351C,ppi,0
YJL095W,YDL223C,kinase_substrate,1
YBR253W,YDL140C,ppi,0
YBL007C,YPR159W,ppi,0
YER125W,YBL101C,ubiquitination,1
YBR263W,YJL115W,ppi,0
YLR417W,YLR452C,ppi,0
YNL135C,YPR093C,ppi,0
YDR013W,YPR019W,ppi,0
YJR052W,YKL112W,ppi,0
YBR191W,YGL246C,ppi,0
YDL191W,YDR101C,ppi,0
YGL059W,YIL107C,kinase_substrate,1
YGR040W,YBL024W,kinase_substrate,1
YBR059C,YGR159C,kinase_substrate,1
YGL215W,YPL031C,ppi,0
YPL031C,YKL181W,kinase_substrate,1
YLR340W,YPL220W,ppi,0
YGR132C,YMR089C,ppi,0
YBR105C,YIL076W,ppi,0
YER166W,YPR140W,metabolic_pathway,0
YJL149W,YOL025W,ppi,0
YBR283C,YJL034W,ppi,0
YCR052W,YFR037C,ppi,0
YDR099W,YLR403W,ppi,0
YDR359C,YGL158W,ppi,0
YER089C,YPL153C,ppi,0
YKL021C,YPL211W,ppi,0
YBR079C,YOR361C,ppi,0
YDR167W,YOL148C,ppi,0
YJL010C,YJR002W,ppi,0
YGR098C,YMR001C,ppi,0
YAL021C,YLR418C,ppi,0
YNL141W,YDR399W,metabolic_pathway,1
YER092W,YGL150C,ppi,0
YPL031C,YBL058W,kinase_substrate,1
YMR309C,YNL244C,ppi,0
YLR167W,YNL001W,ppi,0
YOR377W,YOR126C,metabolic_pathway,0
YDL139C,YNL030W,ppi,0
YBR010W,YBR060C,ppi,0
RDN252,YDR432W,ppi,0
YFR004W,YOR157C,ppi,0
YJL123C,YOL128C,ppi,0
YJR059W,YBR059C,kinase_substrate,1
YKR081C,YLL045C,ppi,0
YDR466W,YGR021W,ppi,0
YDR217C,YOR368W,ppi,0
YGL115W,YGL208W,ppi,0
YIL106W,YPR111W,ppi,0
YGR285C,YLR406C,ppi,0
YBR010W,YGR116W,ppi,0
YDR052C,YNL261W,ppi,0
YIL091C,YJL069C,ppi,0
YJR059W,YLL038C,kinase_substrate,1
YEL005C,YEL013W,ppi,0
YIL126W,YOR123C,ppi,0
YMR041C,YOR351C,ppi,0
YDR490C,YJR059W,ppi,0
YFR050C,YJL001W,ppi,0
YER142C,YOL016C,ppi,0
YDR265W,YNL214W,ppi,0
YHR135C,YIL075C,kinase_substrate,1
YGL123W,YJR002W,ppi,0
YBR171W,YJL034W,ppi,0
YCR077C,YGL173C,ppi,0
YNR017W,YOR236W,ppi,0
YHR135C,YBR086C,kinase_substrate,1
YDL160C,YJL138C,ppi,0
YGL187C,YGL191W,ppi,0
YLR048W,YNL124W,ppi,0
YBR274W,YNR046W,ppi,0
YDL145C,YNR006W,ppi,0
YDL077C,YPL045W,ppi,0
YDR254W,YPL233W,ppi,0
YIL126W,YJR094C,ppi,0
YFR004W,YMR276W,ppi,0
YKL139W,YKR018C,ppi,0
YAR002W,YLR347C,ppi,0
YCL057CA,YHR199C,ppi,0
YJL164C,YKL121W,kinase_substrate,1
YER036C,YGL068W,ppi,0
YER125W,YOL122C,ubiquitination,1
YAR007C,YHR164C,ppi,0
YPL031C,YMR297W,kinase_substrate,1
YHR174W,YKL152C,metabolic_pathway,0
YDL227C,YPL125W,ppi,0
YDR299W,YPR161C,ppi,0
YLR176C,YOR290C,ppi,0
YER139C,YIL021W,ppi,0
YDL140C,YNL246W,ppi,0
YIL109C,YLR268W,ppi,0
YML092C,YOR362C,ppi,0
YGR060W,YML008C,ppi,0
YHR172W,YML085C,ppi,0
YJL095W,YNL155W,kinase_substrate,1
YML069W,YNL030W,ppi,0
YKL101W,YLR011W,kinase_substrate,1
YKL101W,YGL207W,kinase_substrate,1
YER050C,YKL155C,ppi,0
YER044CA,YHR086W,ppi,0
YER054C,YJL164C,ppi,0
YDR477W,YOR269W,ppi,0
YJL187C,YPL023C,kinase_substrate,1
YBR264C,YER136W,ppi,0
YDL139C,YKL049C,ppi,0
YJL209W,YLR067C,ppi,0
YOL018C,YPL232W,ppi,0
YDR510W,YML023C,ppi,0
YGR097W,YLR096W,ppi,0
YIL021W,YLR249W,ppi,0
YER002W,YLR009W,ppi,0
YEL009C,YHR200W,ppi,0
YDL176W,YMR135C,ppi,0
YBR200W,YLR166C,ppi,0
YHR010W,YHR066W,ppi,0
YMR246W,YGL055W,metabolic_pathway,0
YGL180W,YOR056C,kinase_substrate,1
YGR040W,YBR272C,kinase_substrate,1
YKL173W,YLL036C,ppi,0
YAR003W,YPL138C,ppi,0
YDR532C,YGL093W,ppi,0
YKL018W,YOR179C,ppi,0
YGR052W,YLL013C,ppi,0
YDL126C,YMR001C,ppi,0
YPL042C,YHR084W,kinase_substrate,1
YDR346C,YGL019W,ppi,0
YCR063W,YIL018W,ppi,0
YHR056C,YNL030W,ppi,0
YFL026W,YGL089C,ppi,0
YBR199W,YOL018C,ppi,0
YMR047C,YOR098C,ppi,0
YJL184W,YML036W,ppi,0
YGR270W,YOR151C,ppi,0
YHR079C,YOR207C,kinase_substrate,1
YPR074C,YGR194C,metabolic_pathway,0
YER093C,YKL126W,ppi,0
YDR139C,YLR306W,ppi,0
YBR254C,YMR218C,ppi,0
YCL029C,YLR045C,ppi,0
YER068W,YOR096W,ubiquitination,1
YNL154C,YBL105C,kinase_substrate,1
YGL122C,YPL018W,ppi,0
YER015W,CYC1,metabolic_pathway,0
YGR262C,YER174C,kinase_substrate,1
YJR046W,YNL182C,ppi,0
YGR040W,YMR241W,kinase_substrate,1
YNL006W,YOL126C,ppi,0
YBL061C,YNL233W,ppi,0
Q0085,YLR203C,ppi,0
YAL034WA,YDL028C,ppi,0
YAL059W,YNL135C,ppi,0
YJR041C,YLR276C,ppi,0
YGR040W,YFL048C,kinase_substrate,1
YKL009W,YNL182C,ppi,0
YGR261C,YOR106W,ppi,0
YGR103W,YLL004W,ppi,0
YDL080C,YOL086C,metabolic_pathway,1
YFL039C,YGL150C,ppi,0
YGL059W,YBR059C,kinase_substrate,1
YEL013W,YGL180W,ppi,0
YGL223C,YPR105C,ppi,0
YER148W,YKL058W,ppi,0
YDR216W,YGL112C,ppi,0
YER125W,YOR322C,ppi,0
YLR128W,YDL132W,modification,1
YDR153C,YNR006W,ppi,0
YBL059CA,YKL137W,ppi,0
YML026C,SNR17B,ppi,0
YKL198C,YOR198C,ppi,0
YBL016W,YPR086W,kinase_substrate,1
YCR084C,YGR104C,ppi,0
YHR016C,YJR083C,ppi,0
YBR059C,YCR027C,kinase_substrate,1
YIL106W,YPL209C,ppi,0
YHR135C,YNL054WA,kinase_substrate,1
YGL120C,YLR147C,ppi,0
YPL031C,YDR256C,kinase_substrate,1
YBL045C,YMR241W,ppi,0
YKR022C,YLR424W,ppi,0
YER025W,YMR146C,ppi,0
YBR264C,YNL263C,ppi,0
YHR186C,YNL014W,ppi,0
YGR087C,YMR318C,metabolic_pathway,1
YBL078C,YNR007C,ppi,0
YGR041W,YOR301W,ppi,0
YBR160W,YDR093W,kinase_substrate,1
YJR017C,YNL330C,ppi,0
YDL149W,YFR021W,ppi,0
YFL024C,YPL082C,ppi,0
YDR121W,YPR175W,ppi,0
YDR246W,YEL048C,ppi,0
YGR092W,YNL284CA,kinase_substrate,1
YDL116W,YGL100W,ppi,0
YBR160W,YLR394W,kinase_substrate,1
YGR103W,YHR197W,ppi,0
YGL120C,YMR033W,ppi,0
YER068W,YOL038W,ppi,0
YDR135C,YDR150W,ppi,0
YGR218W,YML007W,ppi,0
YBR010W,YGR275W,ppi,0
YGL116W,YPR007C,ppi,0
YDL002C,YJL081C,ppi,0
YBL050W,YGL098W,ppi,0
YBR247C,YDR324C,ppi,0
YJR059W,YPR074C,kinase_substrate,1
YDR392W,YHR099W,ppi,0
YBR031W,YLR347C,ppi,0
YBR160W,YDR293C,kinase_substrate,1
YIL149C,YPL124W,ppi,0
YIR010W,YPL018W,ppi,0
YFL039C,YJR065C,ppi,0
YBR202W,YML065W,ppi,0
YLL039C,YMR277W,ppi,0
YJL010C,YJL069C,ppi,0
YDR333C,YMR247C,ppi,0
YGR109C,YOL054W,ppi,0
YGL180W,YHR117W,kinase_substrate,1
YMR229C,YOR206W,ppi,0
YDL029W,YLR429W,ppi,0
YDL111C,YOR076C,ppi,0
YAL026C,YKL135C,ppi,0
YMR304W,YDR244W,deubiquitination,1
YCL027W,YLR330W,ppi,0
YBR010W,YPR031W,ppi,0
YGL004C,YHR027C,ppi,0
YGL244W,YML010W,ppi,0
YFL023W,YOR231W,ppi,0
YIR010W,YKR083C,ppi,0
YGR077C,YKL197C,ppi,0
YBR289W,YNL030W,ppi,0
YBL026W,YNL145W,ppi,0
YJL010C,YLL011W,ppi,0
YGR120C,YIL004C,ppi,0
YKL173W,YLR438CA,ppi,0
YIL035C,YOR039W,ppi,0
YGL112C,YLR055C,ppi,0
YER087CB,YPR028W,ppi,0
YGL125W,YPL023C,ppi,0
YKL171W,YPR203W,kinase_substrate,1
YGL119W,YJL167W,ppi,0
YDR247W,YDR439W,ppi,0
YGL180W,YDR293C,kinase_substrate,1
YGR092W,YGL105W,kinase_substrate,1
YJL128C,YKL038W,kinase_substrate,1
YDL028C,YJR019C,ppi,0
YHR165C,YKR022C,ppi,0
YGL120C,YLR293C,ppi,0
YJL095W,YOR231W,ppi,0
YER013W,YKR086W,ppi,0
YOL021C,YOL142W,ppi,0
YFR036W,YNL172W,ppi,0
YPL150W,YNL186W,kinase_substrate,1
YJL106W,YPL267W,ppi,0
YAL016W,YJL057C,ppi,0
TLCAAA,YDR362C,ppi,0
YHR135C,YLR098C,kinase_substrate,1
YJR008W,YML071C,ppi,0
YPL236C,YBR010W,kinase_substrate,1
YFR014C,YDR335W,kinase_substrate,1
YDR523C,YPL106C,ppi,0
YJL164C,YOR162C,kinase_substrate,1
YOR190W,YDL247W,metabolic_pathway,1
YGL134W,YPL204W,ppi,0
YDR178W,YKL141W,ppi,0
YDL043C,YLL036C,ppi,0
YGL019W,YHR205W,ppi,0
YJL164C,YKR094C,kinase_substrate,1
YMR060C,YNL026W,ppi,0
YDL223C,YMR186W,ppi,0
YEL009C,YNR023W,ppi,0
YNL263C,YOR069W,ppi,0
YOR057W,YPL240C,ppi,0
YJR125C,YNR006W,ppi,0
YGR047C,YMR061W,ppi,0
YFL036W,YLR439W,ppi,0
YDL028C,YOL069W,ppi,0
YGL040C,YDL205C,metabolic_pathway,0
YBR135W,YFR050C,ppi,0
YCL054W,YPR016C,ppi,0
YAL014C,YKL196C,ppi,0
YER125W,YNL271C,ubiquitination,1
YCR038C,YLR293C,ppi,0
YBR160W,YER032W,kinase_substrate,1
YPL141C,YNL125C,kinase_substrate,1
YDL126C,YNL183C,ppi,0
YER019CA,YJR010CA,ppi,0
YHR135C,YDL070W,kinase_substrate,1
YKL014C,YPL131W,ppi,0
YDL217C,YKL141W,ppi,0
YBL002W,YDR075W,ppi,0
YBR009C,YER110C,ppi,0
YDR283C,YJR132W,ppi,0
YBR082C,YER116C,ppi,0
YBR059C,YGR240C,kinase_substrate,1
YOR061W,YER027C,kinase_substrate,1
