matchType=CatSet(Constituent|motif_match|motif_unmatched|Output|Shared_Interaction|unknown_recognition_motif)	Interactor_A	Interactor_B	Dir	Sign	Annotation=CatSet(Kinase|Phosphatase|Yes)
motif_unmatched	YBR160W	npr76	1	0	Kinase|Yes
unknown_recognition_motif	YGL059W	npi65	1	0	Kinase|Yes
motif_unmatched	YNL154C	npr76	1	0	Kinase|Yes
motif_match	YPL153C	pde2ra52	1	0	Kinase|Yes
unknown_recognition_motif	YPL026C	npr72	1	0	Kinase|Yes
unknown_recognition_motif	YNR031C	npi61	1	0	Kinase|Yes
motif_match	YBR160W	npr67	1	0	Kinase|Yes
motif_unmatched	YPL031C	npr73	1	0	Kinase|Yes
motif_unmatched	YPL031C	npr73	1	0	Kinase|Yes
motif_unmatched	YPL031C	npr73	1	0	Kinase|Yes
motif_match	YNL020C	npr70	1	0	Kinase|Yes
motif_unmatched	YFR014C	npr76	1	0	Kinase|Yes
unknown_recognition_motif	YGL059W	cdc14ra12	1	0	Kinase|Yes
motif_match	YNL154C	pde2id47	1	0	Kinase|Yes
motif_unmatched	YDR247W	hog1id27	1	0	Kinase|Yes
motif_match	YPL203W	npr70	1	0	Kinase|Yes
motif_match	YPL153C	npr72	1	0	Kinase|Yes
motif_match	YKL166C	npi65	1	0	Kinase|Yes
unknown_recognition_motif	YGL059W	npr67	1	0	Kinase|Yes
motif_match	YKL126W	npi60	1	0	Kinase|Yes
motif_match	YNL154C	cdc14ia1	1	0	Kinase|Yes
motif_unmatched	YOL113W	npr72	1	0	Kinase|Yes
unknown_recognition_motif	YKL161C	npi65	1	0	Kinase|Yes
motif_unmatched	YPL203W	npr66	1	0	Kinase|Yes
motif_unmatched	YJR059W	pde2id42	1	0	Kinase|Yes
motif_match	YDR477W	cdc14rd19	1	0	Kinase|Yes
unknown_recognition_motif	YNL161W	pde2ra52	1	0	Kinase|Yes
unknown_recognition_motif	YCR091W	cdc14rd20	1	0	Kinase|Yes
unknown_recognition_motif	YOR061W	npi61	1	0	Kinase|Yes
motif_match	YDR247W	npr72	1	0	Kinase|Yes
motif_match	YGR052W	cdc14rd19	1	0	Kinase|Yes
motif_unmatched	YBR059C	npr76	1	0	Kinase|Yes
motif_match	YKL101W	hog1rd35	1	0	Kinase|Yes
unknown_recognition_motif	YGL059W	npr70	1	0	Kinase|Yes
motif_match	YOR351C	npr72	1	0	Kinase|Yes
motif_match	YLR248W	pde2ra52	1	0	Kinase|Yes
motif_match	YLR248W	hog1id25	1	0	Kinase|Yes
motif_unmatched	YHR135C	npr72	1	0	Kinase|Yes
motif_unmatched	YNL020C	npi63	1	0	Kinase|Yes
motif_unmatched	YHR030C	npi65	1	0	Kinase|Yes
motif_match	YPL153C	npr75	1	0	Kinase|Yes
motif_match	YJL164C	pde2ra52	1	0	Kinase|Yes
motif_match	YJL164C	cdc14rd15	1	0	Kinase|Yes
unknown_recognition_motif	YHR079C	npr76	1	0	Kinase|Yes
motif_match	YDR122W	npi63	1	0	Kinase|Yes
motif_unmatched	YIL095W	cdc14id9	1	0	Kinase|Yes
motif_match	YJL164C	hog1rd37	1	0	Kinase|Yes
motif_unmatched	YHL007C	hog1rd35	1	0	Kinase|Yes
motif_match	YBR160W	cdc14id5	1	0	Kinase|Yes
motif_match	YDL025C	cdc14rd20	1	0	Kinase|Yes
motif_unmatched	YHR030C	cdc14rd19	1	0	Kinase|Yes
unknown_recognition_motif	YNL161W	npi62	1	0	Kinase|Yes
unknown_recognition_motif	YBL105C	npr70	1	0	Kinase|Yes
unknown_recognition_motif	YKL203C	npr70	1	0	Kinase|Yes
unknown_recognition_motif	YHR099W	cdc14rd19	1	0	Kinase|Yes
unknown_recognition_motif	YLR096W	cdc14rd21	1	0	Kinase|Yes
unknown_recognition_motif	YJL187C	cdc14id2	1	0	Kinase|Yes
motif_match	YKL126W	npr68	1	0	Kinase|Yes
motif_match	YJL164C	cdc14rd20	1	0	Kinase|Yes
motif_match	YDR122W	npi64	1	0	Kinase|Yes
motif_unmatched	YBR160W	pde2ra58	1	0	Kinase|Yes
unknown_recognition_motif	YJL128C	hog1id27	1	0	Kinase|Yes
motif_unmatched	YDR507C	cdc14rd23	1	0	Kinase|Yes
motif_match	YDR507C	pde2ra52	1	0	Kinase|Yes
unknown_recognition_motif	YBL105C	npi63	1	0	Kinase|Yes
motif_unmatched	YOR351C	npr67	1	0	Kinase|Yes
unknown_recognition_motif	YBL009W	npi61	1	0	Kinase|Yes
motif_unmatched	YJR059W	cdc14rd19	1	0	Kinase|Yes
motif_match	YKL166C	cdc14id7	1	0	Kinase|Yes
unknown_recognition_motif	YPL026C	npr76	1	0	Kinase|Yes
unknown_recognition_motif	YHR079C	pde2id42	1	0	Kinase|Yes
motif_unmatched	YPL203W	hog1rd33	1	0	Kinase|Yes
motif_unmatched	YJR059W	npi65	1	0	Kinase|Yes
unknown_recognition_motif	YNL161W	npr70	1	0	Kinase|Yes
motif_unmatched	YNL307C	npr76	1	0	Kinase|Yes
motif_unmatched	YFL033C	npi65	1	0	Kinase|Yes
motif_unmatched	YDR122W	npr72	1	0	Kinase|Yes
motif_unmatched	YNL307C	npr73	1	0	Kinase|Yes
unknown_recognition_motif	YLR096W	pde2id42	1	0	Kinase|Yes
motif_unmatched	YFR014C	cdc14rd15	1	0	Kinase|Yes
motif_unmatched	YJL164C	hog1rd33	1	0	Kinase|Yes
motif_unmatched	YHR135C	npr76	1	0	Kinase|Yes
motif_match	YDR477W	npr73	1	0	Kinase|Yes
unknown_recognition_motif	YGL059W	hog1rd33	1	0	Kinase|Yes
motif_unmatched	YJR059W	npi60	1	0	Kinase|Yes
unknown_recognition_motif	YNL161W	npi63	1	0	Kinase|Yes
motif_unmatched	YHR135C	pde2id42	1	0	Kinase|Yes
motif_match	YBR160W	npi61	1	0	Kinase|Yes
motif_match	YPL153C	pde2ra54	1	0	Kinase|Yes
motif_match	YPL153C	pde2id47	1	0	Kinase|Yes
unknown_recognition_motif	YCR073C	hog1id31	1	0	Kinase|Yes
motif_unmatched	YNL020C	npi65	1	0	Kinase|Yes
motif_unmatched	YDR122W	npr68	1	0	Kinase|Yes
unknown_recognition_motif	YBL105C	npi64	1	0	Kinase|Yes
motif_match	YDR477W	npr72	1	0	Kinase|Yes
motif_unmatched	YFR014C	cdc14ia6	1	0	Kinase|Yes
unknown_recognition_motif	YJL187C	npi65	1	0	Kinase|Yes
unknown_recognition_motif	YBL105C	npi61	1	0	Kinase|Yes
motif_unmatched	YHR082C	hog1id29	1	0	Kinase|Yes
motif_unmatched	YNL154C	cdc14rd19	1	0	Kinase|Yes
motif_unmatched	YLR113W	pde2ra52	1	0	Kinase|Yes
motif_match	YPL203W	npr72	1	0	Kinase|Yes
motif_unmatched	YBL016W	npi63	1	0	Kinase|Yes
motif_match	YLR113W	npr66	1	0	Kinase|Yes
motif_unmatched	YDR283C	npi61	1	0	Kinase|Yes
motif_unmatched	YMR104C	npi61	1	0	Kinase|Yes
motif_unmatched	YNL020C	npr67	1	0	Kinase|Yes
motif_match	YKL126W	npr76	1	0	Kinase|Yes
motif_unmatched	YOL045W	hog1id29	1	0	Kinase|Yes
unknown_recognition_motif	YJL128C	hog1id29	1	0	Kinase|Yes
motif_unmatched	YJL141C	npi63	1	0	Kinase|Yes
motif_unmatched	YGL180W	cdc14ia6	1	0	Kinase|Yes
motif_match	YPL153C	npr76	1	0	Kinase|Yes
motif_match	YPL203W	cdc14rd19	1	0	Kinase|Yes
unknown_recognition_motif	YJL187C	hog1id29	1	0	Kinase|Yes
motif_unmatched	YBR160W	npr73	1	0	Kinase|Yes
unknown_recognition_motif	YDL101C	npi64	1	0	Kinase|Yes
motif_unmatched	YPL153C	hog1rd33	1	0	Kinase|Yes
motif_unmatched	YPL204W	npr66	1	0	Kinase|Yes
unknown_recognition_motif	YAL017W	npr76	1	0	Kinase|Yes
motif_match	YBR160W	cdc14rd13	1	0	Kinase|Yes
motif_unmatched	YHR135C	cdc14ra16	1	0	Kinase|Yes
motif_match	YMR216C	npr76	1	0	Kinase|Yes
motif_match	YMR216C	npr73	1	0	Kinase|Yes
motif_match	YPL203W	npi65	1	0	Kinase|Yes
unknown_recognition_motif	YJL187C	cdc14id7	1	0	Kinase|Yes
unknown_recognition_motif	YLR362W	npi61	1	0	Kinase|Yes
motif_unmatched	YPL031C	cdc14rd15	1	0	Kinase|Yes
motif_unmatched	YPL031C	cdc14rd15	1	0	Kinase|Yes
motif_unmatched	YPL031C	cdc14rd15	1	0	Kinase|Yes
motif_match	YDL025C	npi64	1	0	Kinase|Yes
unknown_recognition_motif	YOL128C	npr76	1	0	Kinase|Yes
motif_match	YPL153C	hog1id32	1	0	Kinase|Yes
unknown_recognition_motif	YBL105C	npi65	1	0	Kinase|Yes
motif_unmatched	YBR059C	npr67	1	0	Kinase|Yes
motif_match	YKL166C	npr73	1	0	Kinase|Yes
motif_unmatched	YIL095W	cdc14rd23	1	0	Kinase|Yes
motif_unmatched	YMR139W	hog1id27	1	0	Kinase|Yes
unknown_recognition_motif	YJR066W	npr70	1	0	Kinase|Yes
motif_match	YGL179C	hog1id29	1	0	Kinase|Yes
motif_match	YHL007C	cdc14rd19	1	0	Kinase|Yes
unknown_recognition_motif	YGL059W	npr68	1	0	Kinase|Yes
unknown_recognition_motif	YOR061W	cdc14rd20	1	0	Kinase|Yes
motif_match	YNL154C	cdc14id2	1	0	Kinase|Yes
motif_match	YCL024W	hog1id32	1	0	Kinase|Yes
motif_match	YJR059W	cdc14rd20	1	0	Kinase|Yes
motif_unmatched	YGL179C	pde2ra52	1	0	Kinase|Yes
motif_unmatched	YGL179C	cdc14rd15	1	0	Kinase|Yes
unknown_recognition_motif	YNL161W	npr68	1	0	Kinase|Yes
motif_unmatched	YMR139W	npi61	1	0	Kinase|Yes
unknown_recognition_motif	YGL059W	npr75	1	0	Kinase|Yes
motif_match	YDR477W	pde2id47	1	0	Kinase|Yes
motif_match	YDR507C	npi63	1	0	Kinase|Yes
motif_unmatched	YDR507C	npi60	1	0	Kinase|Yes
motif_unmatched	YJR059W	hog1id27	1	0	Kinase|Yes
unknown_recognition_motif	YHR079C	pde2ra52	1	0	Kinase|Yes
motif_match	YPL203W	pde2ra52	1	0	Kinase|Yes
motif_unmatched	YMR139W	npr72	1	0	Kinase|Yes
motif_match	YLR248W	hog1id31	1	0	Kinase|Yes
motif_unmatched	YJL164C	npr66	1	0	Kinase|Yes
unknown_recognition_motif	YNL161W	npi65	1	0	Kinase|Yes
unknown_recognition_motif	YJL187C	hog1rd33	1	0	Kinase|Yes
motif_match	YKL116C	hog1id29	1	0	Kinase|Yes
motif_unmatched	YKL101W	npr67	1	0	Kinase|Yes
motif_unmatched	YBR059C	pde2ra58	1	0	Kinase|Yes
motif_unmatched	YMR139W	npr73	1	0	Kinase|Yes
unknown_recognition_motif	YLR096W	pde2ra52	1	0	Kinase|Yes
motif_match	YJL141C	npi61	1	0	Kinase|Yes
unknown_recognition_motif	YDL214C	npr72	1	0	Kinase|Yes
motif_unmatched	YJL141C	npr72	1	0	Kinase|Yes
motif_match	YGR052W	hog1id32	1	0	Kinase|Yes
motif_unmatched	YGL180W	npr76	1	0	Kinase|Yes
motif_match	YPL153C	cdc14rd19	1	0	Kinase|Yes
motif_unmatched	YPL153C	npi61	1	0	Kinase|Yes
motif_unmatched	YJR059W	hog1id28	1	0	Kinase|Yes
unknown_recognition_motif	YFR028C	cdc14rd23	1	0	Phosphatase|Yes
unknown_recognition_motif	YML016C	npi61	1	0	Phosphatase|Yes
unknown_recognition_motif	YFR028C	npr66	1	0	Phosphatase|Yes
unknown_recognition_motif	YFR028C	npr74	1	0	Phosphatase|Yes
unknown_recognition_motif	YFR028C	hog1rd38	1	0	Phosphatase|Yes
unknown_recognition_motif	YML016C	npr75	1	0	Phosphatase|Yes
unknown_recognition_motif	YFR028C	hog1rd33	1	0	Phosphatase|Yes
unknown_recognition_motif	YFR028C	pde2id42	1	0	Phosphatase|Yes
unknown_recognition_motif	YMR036C	hog1id29	1	0	Phosphatase|Yes
unknown_recognition_motif	YER133W	npi64	1	0	Phosphatase|Yes
unknown_recognition_motif	YER133W	cdc14rd24	1	0	Phosphatase|Yes
Output	npi65	YOR208W	1	0	Phosphatase|Yes
