edge	sources	pmids
YNR053C (u) YGR245C	bradatschb2012|gavinac2006|collinssr2007|gavinac2002	23142978|17200106|11805826|16429126
YGR245C (u) YOR063W	bradatschb2012|gavinac2006|collinssr2007	23142978|16429126|17200106
YOR063W (u) YGR245C	bradatschb2012|gavinac2006|collinssr2007	23142978|16429126|17200106
YGR245C (u) YPL093W	saveanuc2003|collinssr2007|nissanta2002|gavinac2002|gavinac2006|bradatschb2012	12808088|12374754|16429126|11805826|23142978|17200106
YPL093W (u) YGR245C	saveanuc2003|collinssr2007|nissanta2002|gavinac2002|gavinac2006|bradatschb2012	12808088|12374754|16429126|11805826|23142978|17200106
YGR245C (u) YPL131W	gavinac2006|bradatschb2012|rodriguezmateosm2009	19789271|23142978|16429126
YPL131W (u) YGR245C	gavinac2006|bradatschb2012|rodriguezmateosm2009	19789271|23142978|16429126
YGR245C (u) YPL169C	bradatschb2012	23142978
YPL169C (u) YGR245C	bradatschb2012	23142978
YGR246C (u) YJL011C	ferriml2000	10611227
YJL011C (u) YGR246C	ferriml2000	10611227
YGR246C (u) YNL039W	kassavetisga2006|robertss1996|saidaf2008|kassavetisga1995	7568218|16551611|8662956|19086269
YNL039W (u) YGR246C	kassavetisga2006|robertss1996|saidaf2008|kassavetisga1995	7568218|16551611|8662956|19086269
YGR246C (u) YNR003C	wernerm1993|andraujc1999	10329159|8407894
YNR003C (u) YGR246C	wernerm1993|andraujc1999	10329159|8407894
YGR250C (u) YIR001C	yuh2008|uetzp2000|krogannj2006|gavinac2002|hoy2002|gavinac2006|tarassovk2008|collinssr2007	16554755|11805837|16429126|18467557|18719252|11805826|10688190|17200106
YIR001C (u) YGR250C	yuh2008|uetzp2000|krogannj2006|gavinac2002|hoy2002|gavinac2006|tarassovk2008|collinssr2007	16554755|11805837|16429126|18467557|18719252|11805826|10688190|17200106
YGR250C (u) YJL057C	breitkreutza2010	20489023
YJL057C (u) YGR250C	breitkreutza2010	20489023
YGR250C (u) YNL025C	breitkreutza2010	20489023
YNL025C (u) YGR250C	breitkreutza2010	20489023
YGR251W (u) YIL091C	choquee2011	21941128
YIL091C (u) YGR251W	choquee2011	21941128
YGR251W (u) YKL078W	choquee2011|krogannj2006	16554755|21941128
YKL078W (u) YGR251W	choquee2011|krogannj2006	16554755|21941128
YGR251W (u) YMR128W	choquee2011	21941128
YMR128W (u) YGR251W	choquee2011	21941128
YGR251W (u) YMR229C	choquee2011	21941128
YMR229C (u) YGR251W	choquee2011	21941128
YGR251W (u) YPL126W	choquee2011	21941128
YPL126W (u) YGR251W	choquee2011	21941128
YGR252W (u) YHR079C	welihindaaa1997	9113982
YHR079C (u) YGR252W	welihindaaa1997	9113982
YGR252W (u) YHR099W	powelldw2004|leekk2011|graumannj2004|qiuh2005|lis2009|hoy2002|breitkreutza2010|knutsonba2010|collinssr2007	19218239|21734642|20489023|15282323|21149579|11805837|14660704|17200106|15831453
YHR099W (u) YGR252W	powelldw2004|leekk2011|graumannj2004|qiuh2005|lis2009|hoy2002|breitkreutza2010|knutsonba2010|collinssr2007	19218239|21734642|20489023|15282323|21149579|11805837|14660704|17200106|15831453
YGR252W (u) YIL149C	luthrar2007	17158105
YIL149C (u) YGR252W	luthrar2007	17158105
YGR252W (u) YKR008W	vandemarkap2007	17803945
YKR008W (u) YGR252W	vandemarkap2007	17803945
YGR252W (u) YKR095W	luthrar2007	17158105
YKR095W (u) YGR252W	luthrar2007	17158105
YGR252W (u) YLR055C	leekk2011|graumannj2004|leekk2009|lis2009|bianc2011|eberhartera1999|gavinac2006|collinssr2007	19218239|21685874|21734642|16429126|10490601|19226466|14660704|17200106
YLR055C (u) YGR252W	leekk2011|graumannj2004|leekk2009|lis2009|bianc2011|eberhartera1999|gavinac2006|collinssr2007	19218239|21685874|21734642|16429126|10490601|19226466|14660704|17200106
YGR252W (u) YMR223W	ingvarsdottirk2005|powelldw2004|wycea2007|graumannj2004|krogannj2006|leekk2011|danielja2004|hoy2002|sanderssl2002|leekk2005|henrykw2003|collinssr2007	21734642|15657441|15657442|14660704|16554755|17643376|15282323|11805837|14563679|12052880|14660634|17200106
YMR223W (u) YGR252W	ingvarsdottirk2005|powelldw2004|wycea2007|graumannj2004|krogannj2006|leekk2011|danielja2004|hoy2002|sanderssl2002|leekk2005|henrykw2003|collinssr2007	21734642|15657441|15657442|14660704|16554755|17643376|15282323|11805837|14563679|12052880|14660634|17200106
YGR252W (u) YMR236W	leekk2011|graumannj2004|grantpa1998|krogannj2006|sanderssl2002|gavinac2006|collinssr2007	9885573|21734642|16554755|16429126|12052880|14660704|17200106
YMR236W (u) YGR252W	leekk2011|graumannj2004|grantpa1998|krogannj2006|sanderssl2002|gavinac2006|collinssr2007	9885573|21734642|16554755|16429126|12052880|14660704|17200106
YGR252W (u) YOL051W	leekk2011|biddickrk2008	21734642|18826948
YOL051W (u) YGR252W	leekk2011|biddickrk2008	21734642|18826948
YGR252W (u) YOL148C	leekk2011|graumannj2004|lis2009|krogannj2006|gavinac2006|collinssr2007|spedaleg2010	20498363|19218239|21734642|16554755|16429126|14660704|17200106
YOL148C (u) YGR252W	leekk2011|graumannj2004|lis2009|krogannj2006|gavinac2006|collinssr2007|spedaleg2010	20498363|19218239|21734642|16554755|16429126|14660704|17200106
YGR252W (u) YOR023C	leekk2011|krogannj2006|graumannj2004|eberhartera1999	10490601|16554755|14660704|21734642
YOR023C (u) YGR252W	leekk2011|krogannj2006|graumannj2004|eberhartera1999	10490601|16554755|14660704|21734642
YGR252W (u) YPL047W	powelldw2004|leekk2011|graumannj2004|krogannj2006|leekk2005|ingvarsdottirk2005|collinssr2007	15657441|15657442|21734642|16554755|15282323|14660704|17200106
YPL047W (u) YGR252W	powelldw2004|leekk2011|graumannj2004|krogannj2006|leekk2005|ingvarsdottirk2005|collinssr2007	15657441|15657442|21734642|16554755|15282323|14660704|17200106
YGR252W (u) YPL082C	arnettdr2008	18596064
YPL082C (u) YGR252W	arnettdr2008	18596064
YGR252W (u) YPL181W	papamichoschronakism2002|hanbk2011	21536737|12086626
YPL181W (u) YGR252W	papamichoschronakism2002|hanbk2011	21536737|12086626
YGR252W (u) YPL248C	larschane2001	11485989
YPL248C (u) YGR252W	larschane2001	11485989
YGR252W (u) YPL254W	sermwittayawongd2006|leekk2011|graumannj2004|burgessrj2010|lis2009|horiuchij1997|hoy2002|gavinac2006|collinssr2007	19218239|16888622|20188666|21734642|16429126|9154821|11805837|14660704|17200106
YPL254W (u) YGR252W	sermwittayawongd2006|leekk2011|graumannj2004|burgessrj2010|lis2009|horiuchij1997|hoy2002|gavinac2006|collinssr2007	19218239|16888622|20188666|21734642|16429126|9154821|11805837|14660704|17200106
YGR253C (u) YHL030W	panasenkooo2011	21321079
YHL030W (u) YGR253C	panasenkooo2011	21321079
YGR253C (u) YHR027C	panasenkooo2009	19087962
YHR027C (u) YGR253C	panasenkooo2009	19087962
YGR253C (u) YIL075C	rosenzweigr2008	18511945
YIL075C (u) YGR253C	rosenzweigr2008	18511945
YGR253C (u) YKL014C	dezc2004	15226434
YKL014C (u) YGR253C	dezc2004	15226434
YGR253C (u) YKL145W	laskerk2012	22307589
YKL145W (u) YGR253C	laskerk2012	22307589
YGR253C (u) YLR021W	kusmierczykar2008|yashirodah2008	18278055|18278057
YLR021W (u) YGR253C	kusmierczykar2008|yashirodah2008	18278055|18278057
YGR253C (u) YOR261C	roelofsj2009	19412159
YOR261C (u) YGR253C	roelofsj2009	19412159
YGR253C (u) YOR362C	babum2012|roelofsj2009|krogannj2006|tarassovk2008|cagneyg2001|collinssr2007	19412159|16554755|18467557|11595789|17200106|22940862
YOR362C (u) YGR253C	babum2012|roelofsj2009|krogannj2006|tarassovk2008|cagneyg2001|collinssr2007	19412159|16554755|18467557|11595789|17200106|22940862
YGR253C (u) YPL144W	yashirodah2008	18278057
YPL144W (u) YGR253C	yashirodah2008	18278057
YGR253C (u) YPR103W	babum2012|krogannj2006|collinssr2007|krogannj2004|rubindm1996	8628401|22940862|17200106|14759368|16554755
YPR103W (u) YGR253C	babum2012|krogannj2006|collinssr2007|krogannj2004|rubindm1996	8628401|22940862|17200106|14759368|16554755
YGR254W (u) YHR200W	seongkm2007|guerreroc2008	17499717|18757749
YHR200W (u) YGR254W	seongkm2007|guerreroc2008	17499717|18757749
YGR254W (u) YJL129C	brandinai2006	16962558
YJL129C (u) YGR254W	brandinai2006	16962558
YGR254W (u) YNL055C	brandinai2006	16962558
YNL055C (u) YGR254W	brandinai2006	16962558
YGR254W (u) YNL073W	brandinai2006	16962558
YNL073W (u) YGR254W	brandinai2006	16962558
YGR254W (u) YNL079C	fanx2008	18982060
YNL079C (u) YGR254W	fanx2008	18982060
YGR255C (u) YLR201C	hsiehej2007	17391640
YLR201C (u) YGR255C	hsiehej2007	17391640
YGR255C (u) YOL096C	marboisb2005	15792955
YOL096C (u) YGR255C	marboisb2005	15792955
YGR258C (u) YIL143C	habrakeny1996|bardwellaj1994	8855246|8196602
YIL143C (u) YGR258C	habrakeny1996|bardwellaj1994	8855246|8196602
YGR258C (u) YJL092W	chioloi2005	15964827
YJL092W (u) YGR258C	chioloi2005	15964827
YGR258C (u) YLR005W	habrakeny1996	8855246
YLR005W (u) YGR258C	habrakeny1996	8855246
YGR258C (u) YLR430W	ursicd2004|chinchillak2012	15121901|22286094
YLR430W (u) YGR258C	ursicd2004|chinchillak2012	15121901|22286094
YGR258C (u) YOL016C	fasoloj2011	21460040
YOL016C (u) YGR258C	fasoloj2011	21460040
YGR258C (u) YOL090W	bertrandp1998	9826691
YOL090W (u) YGR258C	bertrandp1998	9826691
YGR258C (u) YPL248C	limmk2007	17919657
YPL248C (u) YGR258C	limmk2007	17919657
YGR261C (u) YKL135C	yeungbg1999	10564262
YKL135C (u) YGR261C	yeungbg1999	10564262
YGR261C (u) YLR093C	wenw2006	16855025
YLR093C (u) YGR261C	wenw2006	16855025
YGR261C (u) YOR106W	rehlingp1999	10559961
YOR106W (u) YGR261C	rehlingp1999	10559961
YGR261C (u) YPL195W	rehlingp1999|krogannj2006|gavinac2002|gavinac2006|tarassovk2008|collinssr2007	10559961|16554755|18467557|16429126|11805826|17200106
YPL195W (u) YGR261C	rehlingp1999|krogannj2006|gavinac2002|gavinac2006|tarassovk2008|collinssr2007	10559961|16554755|18467557|16429126|11805826|17200106
YGR262C (u) YHR216W	hoy2002|lopreiator2004	14519092|11805837
YHR216W (u) YGR262C	hoy2002|lopreiator2004	14519092|11805837
YGR262C (u) YJL129C	lopreiator2004	14519092
YJL129C (u) YGR262C	lopreiator2004	14519092
YGR262C (u) YJL184W	downeym2006	16564010
YJL184W (u) YGR262C	downeym2006	16564010
YGR262C (u) YKR048C	breitkreutza2010	20489023
YKR048C (u) YGR262C	breitkreutza2010	20489023
YGR262C (u) YML036W	maody2008|krogannj2006|hoy2002|breitkreutza2010|downeym2006|collinssr2007	18951093|16554755|20489023|16564010|11805837|17200106
YML036W (u) YGR262C	maody2008|krogannj2006|hoy2002|breitkreutza2010|downeym2006|collinssr2007	18951093|16554755|20489023|16564010|11805837|17200106
YGR262C (u) YML056C	hoy2002|lopreiator2004	14519092|11805837
YML056C (u) YGR262C	hoy2002|lopreiator2004	14519092|11805837
YGR262C (u) YNL132W	lopreiator2004	14519092
YNL132W (u) YGR262C	lopreiator2004	14519092
YGR266W (u) YOR153W	navarrec2002	12469340
YOR153W (u) YGR266W	navarrec2002	12469340
YGR267C (u) YNL207W	breitkreutza2010	20489023
YNL207W (u) YGR267C	breitkreutza2010	20489023
YGR268C (u) YHL002W	renj2007	17079730
YHL002W (u) YGR268C	renj2007	17079730
YGR268C (u) YOR124C	itot2001|yuh2008|renj2007	17079730|18719252|11283351
YOR124C (u) YGR268C	itot2001|yuh2008|renj2007	17079730|18719252|11283351
YGR268C (u) YOR138C	renj2007|uetzp2000	17079730|10688190
YOR138C (u) YGR268C	renj2007|uetzp2000	17079730|10688190
YGR270W (u) YIL021W	kuratcf2011	22156209
YIL021W (u) YGR270W	kuratcf2011	22156209
YGR270W (u) YIL126W	lambertjp2009|chensh2010	20190278|19106085
YIL126W (u) YGR270W	lambertjp2009|chensh2010	20190278|19106085
YGR270W (u) YJL167W	kurandak2009	19416104
YJL167W (u) YGR270W	kurandak2009	19416104
YGR270W (u) YLR033W	lambertjp2009|kuratcf2011	22156209|19106085
YLR033W (u) YGR270W	lambertjp2009|kuratcf2011	22156209|19106085
YGR270W (u) YLR455W	tackettaj2005|lambertjp2009	15824130|19106085
YLR455W (u) YGR270W	tackettaj2005|lambertjp2009	15824130|19106085
YGR270W (u) YML069W	lambertjp2009|kuratcf2011	22156209|19106085
YML069W (u) YGR270W	lambertjp2009|kuratcf2011	22156209|19106085
YGR270W (u) YNL031C	gradolattoa2008|gilmorejm2011	18493054|22199229
YNL031C (u) YGR270W	gradolattoa2008|gilmorejm2011	18493054|22199229
YGR270W (u) YNL088W	tackettaj2005|lambertjp2009	15824130|19106085
YNL088W (u) YGR270W	tackettaj2005|lambertjp2009	15824130|19106085
YGR270W (u) YNL206C	kuratcf2011	22156209
YNL206C (u) YGR270W	kuratcf2011	22156209
YGR270W (u) YOR039W	kuratcf2011|gavinac2002	22156209|11805826
YOR039W (u) YGR270W	kuratcf2011|gavinac2002	22156209|11805826
YGR270W (u) YOR151C	tackettaj2005|kuratcf2011	15824130|22156209
YOR151C (u) YGR270W	tackettaj2005|kuratcf2011	15824130|22156209
YGR270W (u) YOR210W	kuratcf2011	22156209
YOR210W (u) YGR270W	kuratcf2011	22156209
YGR270W (u) YPL153C	hoy2002|smolkamb2006|breitkreutza2010	17130285|20489023|11805837
YPL153C (u) YGR270W	hoy2002|smolkamb2006|breitkreutza2010	17130285|20489023|11805837
YGR271CA (u) YNL255C	scherrert2011|krogannj2006	21232131|16554755
YNL255C (u) YGR271CA	scherrert2011|krogannj2006	21232131|16554755
YGR271W (u) YJL095W	breitkreutza2010	20489023
YJL095W (u) YGR271W	breitkreutza2010	20489023
YGR271W (u) YLL039C	radivojacp2010|fangnn2011	21983566|19722269
YLL039C (u) YGR271W	radivojacp2010|fangnn2011	21983566|19722269
YGR271W (u) YMR036C	breitkreutza2010	20489023
YMR036C (u) YGR271W	breitkreutza2010	20489023
YGR271W (u) YPL220W	daugeronmc2010	21076151
YPL220W (u) YGR271W	daugeronmc2010	21076151
YGR274C (u) YJL115W	chimurat2002	12093919
YJL115W (u) YGR274C	chimurat2002	12093919
YGR274C (u) YKL117W	millsonsh2005	15633294
YKL117W (u) YGR274C	millsonsh2005	15633294
YGR274C (u) YKL185W	takahatas2011	21840992
YKL185W (u) YGR274C	takahatas2011	21840992
YGR274C (u) YKR062W	ohtsukik2010	20026583
YKR062W (u) YGR274C	ohtsukik2010	20026583
YGR274C (u) YLR055C	belotserkovskayar2000	10611242
YLR055C (u) YGR274C	belotserkovskayar2000	10611242
YGR274C (u) YLR176C	zhangz2005	16107689
YLR176C (u) YGR274C	zhangz2005	16107689
YGR274C (u) YLR399C	matangkasombuto2000	10783167
YLR399C (u) YGR274C	matangkasombuto2000	10783167
YGR274C (u) YML015C	mischerikown2009|garbettka2007|papaig2009|irvinjd2006|gavinac2002|sanderssl2002|robinsonmm2005|gavinac2006|klebanower1997|sanderssl2000|collinssr2007	19731963|16407318|16429126|10788514|19278651|15657423|12138208|17074814|11805826|12052880|17200106|9083082
YML015C (u) YGR274C	mischerikown2009|garbettka2007|papaig2009|irvinjd2006|gavinac2002|sanderssl2002|robinsonmm2005|gavinac2006|klebanower1997|sanderssl2000|collinssr2007	19731963|16407318|16429126|10788514|19278651|15657423|12138208|17074814|11805826|12052880|17200106|9083082
YGR274C (u) YML098W	ohtsukik2010|mischerikown2009|garbettka2007|krogannj2006|papaig2009|gavinac2002|sanderssl2002|sanderssl2000|collinssr2007|autyr2004	15448131|19278651|10788514|16554755|19731963|12138208|20026583|17074814|11805826|12052880|17200106
YML098W (u) YGR274C	ohtsukik2010|mischerikown2009|garbettka2007|krogannj2006|papaig2009|gavinac2002|sanderssl2002|sanderssl2000|collinssr2007|autyr2004	15448131|19278651|10788514|16554755|19731963|12138208|20026583|17074814|11805826|12052880|17200106
YGR274C (u) YML114C	deluenc2002|ohtsukik2010|mischerikown2009|garbettka2007|papaig2009|sanderssl2002|irvinjd2006|gavinac2006|sanderssl2000|shenwc2003	16407318|19278651|10788514|12840001|19731963|16429126|12138208|20026583|17074814|12052880|12215531
YML114C (u) YGR274C	deluenc2002|ohtsukik2010|mischerikown2009|garbettka2007|papaig2009|sanderssl2002|irvinjd2006|gavinac2006|sanderssl2000|shenwc2003	16407318|19278651|10788514|12840001|19731963|16429126|12138208|20026583|17074814|12052880|12215531
YGR274C (u) YMR005W	reesejc2000|singhmv2004|mischerikown2009|garbettka2007|collinssr2007|krogannj2006|papaig2009|gavinac2002|sanderssl2002|gavinac2006|sanderssl2000|shenwc2003	19731963|16429126|10788514|16554755|19278651|10751405|12138208|15143185|17074814|11805826|12052880|12840001|17200106
YMR005W (u) YGR274C	reesejc2000|singhmv2004|mischerikown2009|garbettka2007|collinssr2007|krogannj2006|papaig2009|gavinac2002|sanderssl2002|gavinac2006|sanderssl2000|shenwc2003	19731963|16429126|10788514|16554755|19278651|10751405|12138208|15143185|17074814|11805826|12052880|12840001|17200106
YGR274C (u) YMR227C	ohtsukik2010|mischerikown2009|garbettka2007|shenwc2003|krogannj2006|papaig2009|sanderssl2002|sanderssl2000|collinssr2007	19278651|10788514|16554755|19731963|12138208|20026583|17074814|12052880|12840001|17200106
YMR227C (u) YGR274C	ohtsukik2010|mischerikown2009|garbettka2007|shenwc2003|krogannj2006|papaig2009|sanderssl2002|sanderssl2000|collinssr2007	19278651|10788514|16554755|19731963|12138208|20026583|17074814|12052880|12840001|17200106
YGR274C (u) YMR236W	ohtsukik2010|mischerikown2009|garbettka2007|collinssr2007|krogannj2006|papaig2009|leekk2011|dursorj2001|gavinac2002|sanderssl2002|gavinac2006|moqtaderiz1996|sanderssl2000|shenwc2003	19278651|10788514|21734642|16554755|19731963|17200106|16429126|12138208|20026583|17074814|11805826|8962109|12052880|12840001|11585915
YMR236W (u) YGR274C	ohtsukik2010|mischerikown2009|garbettka2007|collinssr2007|krogannj2006|papaig2009|leekk2011|dursorj2001|gavinac2002|sanderssl2002|gavinac2006|moqtaderiz1996|sanderssl2000|shenwc2003	19278651|10788514|21734642|16554755|19731963|17200106|16429126|12138208|20026583|17074814|11805826|8962109|12052880|12840001|11585915
YGR274C (u) YNL216W	garbettka2007	17074814
YNL216W (u) YGR274C	garbettka2007	17074814
YGR274C (u) YOL148C	belotserkovskayar2000	10611242
YOL148C (u) YGR274C	belotserkovskayar2000	10611242
YGR274C (u) YPL011C	deluenc2002|ohtsukik2010|menciam2001|mischerikown2009|garbettka2007|krogannj2006|papaig2009|dursorj2001|gavinac2002|sanderssl2002|irvinjd2006|gavinac2006|sanderssl2000|collinssr2007	19731963|16407318|16554755|10788514|11158301|19278651|17200106|16429126|12138208|20026583|17074814|11805826|12052880|12215531|11585915
YPL011C (u) YGR274C	deluenc2002|ohtsukik2010|menciam2001|mischerikown2009|garbettka2007|krogannj2006|papaig2009|dursorj2001|gavinac2002|sanderssl2002|irvinjd2006|gavinac2006|sanderssl2000|collinssr2007	19731963|16407318|16554755|10788514|11158301|19278651|17200106|16429126|12138208|20026583|17074814|11805826|12052880|12215531|11585915
YGR274C (u) YPL129W	ohtsukik2010|menciam2001|baiy1997|mischerikown2009|garbettka2007|papaig2009|schulzejm2010|sanderssl2002|sanderssl2000	20179968|19278651|10788514|11158301|19731963|12138208|20026583|17074814|12052880|9154807
YPL129W (u) YGR274C	ohtsukik2010|menciam2001|baiy1997|mischerikown2009|garbettka2007|papaig2009|schulzejm2010|sanderssl2002|sanderssl2000	20179968|19278651|10788514|11158301|19731963|12138208|20026583|17074814|12052880|9154807
YGR274C (u) YPR052C	xuex2008	18448120
YPR052C (u) YGR274C	xuex2008	18448120
YGR274C (u) YPR086W	sanderssl2002|ohtsukik2010	20026583|12052880
YPR086W (u) YGR274C	sanderssl2002|ohtsukik2010	20026583|12052880
YGR275W (u) YHL025W	dechassaml2008|gavinac2006|leekk2004|graumannj2004|dechassaml2012	14660704|15506919|16429126|18644858|22298509
YHL025W (u) YGR275W	dechassaml2008|gavinac2006|leekk2004|graumannj2004|dechassaml2012	14660704|15506919|16429126|18644858|22298509
YGR275W (u) YJL176C	collinssr2007|krogannj2006|leekk2004|graumannj2004	14660704|16554755|15506919|17200106
YJL176C (u) YGR275W	collinssr2007|krogannj2006|leekk2004|graumannj2004	14660704|16554755|15506919|17200106
YGR275W (u) YLR357W	graumannj2004|chambersal2012|krogannj2006|gavinac2006|baetzkk2004|collinssr2007	22359657|16554755|14729968|16429126|14660704|17200106
YLR357W (u) YGR275W	graumannj2004|chambersal2012|krogannj2006|gavinac2006|baetzkk2004|collinssr2007	22359657|16554755|14729968|16429126|14660704|17200106
YGR275W (u) YMR033W	graumannj2004|krogannj2006|szerlongh2008|gavinac2006|krogannj2004|baetzkk2004|collinssr2007	16554755|14729968|16429126|14759368|18408732|14660704|17200106
YMR033W (u) YGR275W	graumannj2004|krogannj2006|szerlongh2008|gavinac2006|krogannj2004|baetzkk2004|collinssr2007	16554755|14729968|16429126|14759368|18408732|14660704|17200106
YGR275W (u) YNL030W	chatterjeen2011|gilmorejm2011	22199229|21749977
YNL030W (u) YGR275W	chatterjeen2011|gilmorejm2011	22199229|21749977
YGR275W (u) YNL031C	chatterjeen2011|gilmorejm2011	22199229|21749977
YNL031C (u) YGR275W	chatterjeen2011|gilmorejm2011	22199229|21749977
YGR275W (u) YNL255C	sammonsma2011|scherrert2011	21232131|21277287
YNL255C (u) YGR275W	sammonsma2011|scherrert2011	21232131|21277287
YGR275W (u) YOL012C	tianr2011	21520965
YOL012C (u) YGR275W	tianr2011	21520965
YGR275W (u) YPR034W	graumannj2004|krogannj2006|szerlongh2008|krogannj2004|baetzkk2004|collinssr2007	16554755|14729968|17200106|18408732|14660704|14759368
YPR034W (u) YGR275W	graumannj2004|krogannj2006|szerlongh2008|krogannj2004|baetzkk2004|collinssr2007	16554755|14729968|17200106|18408732|14660704|14759368
YGR279C (u) YHR084W	ranishja2003	12590263
YHR084W (u) YGR279C	ranishja2003	12590263
YGR280C (u) YJL148W	beckouetf2008	18086878
YJL148W (u) YGR280C	beckouetf2008	18086878
YGR280C (u) YLR318W	linj2004	14977919
YLR318W (u) YGR280C	linj2004	14977919
YGR280C (u) YNL207W	breitkreutza2010	20489023
YNL207W (u) YGR280C	breitkreutza2010	20489023
YGR280C (u) YOR061W	breitkreutza2010	20489023
YOR061W (u) YGR280C	breitkreutza2010	20489023
YGR284C (u) YPL218W	millere2002	12426382
YPL218W (u) YGR284C	millere2002	12426382
YGR285C (u) YHR052W	albanesev2010	20368619
YHR052W (u) YGR285C	albanesev2010	20368619
YGR285C (u) YHR064C	peiskerk2008|hundleyh2002|krogannj2006|gavinac2002|fiauxj2010|gavinac2006|conzc2007|gautschim2001|leidigc2013|collinssr2007|michimotot2000	16554755|11274393|16429126|18829863|11054575|11805826|23202586|17901048|11929993|17200106|19920147
YHR064C (u) YGR285C	peiskerk2008|hundleyh2002|krogannj2006|gavinac2002|fiauxj2010|gavinac2006|conzc2007|gautschim2001|leidigc2013|collinssr2007|michimotot2000	16554755|11274393|16429126|18829863|11054575|11805826|23202586|17901048|11929993|17200106|19920147
YGR285C (u) YHR170W	albanesev2010	20368619
YHR170W (u) YGR285C	albanesev2010	20368619
YGR285C (u) YLR406C	peiskerk2008	18829863
YLR406C (u) YGR285C	peiskerk2008	18829863
YGR285C (u) YNL255C	sammonsma2011|scherrert2011	21232131|21277287
YNL255C (u) YGR285C	sammonsma2011|scherrert2011	21232131|21277287
YGR287C (u) YLR096W	fasoloj2011	21460040
YLR096W (u) YGR287C	fasoloj2011	21460040
YGR287C (u) YMR216C	fasoloj2011	21460040
YMR216C (u) YGR287C	fasoloj2011	21460040
YGR287C (u) YNR031C	fasoloj2011	21460040
YNR031C (u) YGR287C	fasoloj2011	21460040
YGR287C (u) YOR351C	fasoloj2011	21460040
YOR351C (u) YGR287C	fasoloj2011	21460040
YGR292W (u) YKL117W	echtenkampfj2011	21777812
YKL117W (u) YGR292W	echtenkampfj2011	21777812
YHL001W (u) YKL009W	rodriguezmateosm2009	19789271
YKL009W (u) YHL001W	rodriguezmateosm2009	19789271
YHL001W (u) YNL124W	yangpk2005	15798213
YNL124W (u) YHL001W	yangpk2005	15798213
YHL002W (u) YIL156W	tongah2002|renj2007|tonikianr2009	17079730|19841731|11743162
YIL156W (u) YHL002W	tongah2002|renj2007|tonikianr2009	17079730|19841731|11743162
YHL002W (u) YKL213C	tongah2002|tonikianr2009|renj2008	19841731|18508771|11743162
YKL213C (u) YHL002W	tongah2002|tonikianr2009|renj2008	19841731|18508771|11743162
YHL002W (u) YLL039C	bilodeaups2002|staritalm2011|erpapazoglouz2012|fisherrd2003	22493318|22106047|12750381|12055639
YLL039C (u) YHL002W	bilodeaups2002|staritalm2011|erpapazoglouz2012|fisherrd2003	22493318|22106047|12750381|12055639
YHL002W (u) YNR006W	bilodeaups2002|uetzp2000|schlechtu2012|krogannj2006|gavinac2002|pragg2007|bowersk2004|gavinac2006|tarassovk2008|itot2001|brooksma2010|collinssr2007	11283351|12055639|20826334|16554755|22615397|16429126|18467557|17543868|11805826|10688190|15086794|17200106
YNR006W (u) YHL002W	bilodeaups2002|uetzp2000|schlechtu2012|krogannj2006|gavinac2002|pragg2007|bowersk2004|gavinac2006|tarassovk2008|itot2001|brooksma2010|collinssr2007	11283351|12055639|20826334|16554755|22615397|16429126|18467557|17543868|11805826|10688190|15086794|17200106
YHL002W (u) YOL117W	yuz2011	21289098
YOL117W (u) YHL002W	yuz2011	21289098
YHL002W (u) YOR124C	renj2007	17079730
YOR124C (u) YHL002W	renj2007	17079730
YHL002W (u) YOR138C	renj2007	17079730
YOR138C (u) YHL002W	renj2007	17079730
YHL003C (u) YKL008C	valleeb2005|itot2001|tarassovk2008|millerjp2005	16093310|11283351|18467557|15692566
YKL008C (u) YHL003C	valleeb2005|itot2001|tarassovk2008|millerjp2005	16093310|11283351|18467557|15692566
YHL003C (u) YMR298W	valleeb2005|itot2001|yuh2008	18719252|11283351|15692566
YMR298W (u) YHL003C	valleeb2005|itot2001|yuh2008	18719252|11283351|15692566
YHL004W (u) YHR147C	ganx2002	12392552
YHR147C (u) YHL004W	ganx2002	12392552
YHL004W (u) YIL093C	ganx2002|gavinac2006|collinssr2007|gavinac2002	16429126|17200106|11805826|12392552
YIL093C (u) YHL004W	ganx2002|gavinac2006|collinssr2007|gavinac2002	16429126|17200106|11805826|12392552
YHL004W (u) YJL063C	ganx2002	12392552
YJL063C (u) YHL004W	ganx2002	12392552
YHL004W (u) YJL096W	ganx2002	12392552
YJL096W (u) YHL004W	ganx2002	12392552
YHL004W (u) YJR101W	ganx2002|gavinac2006|collinssr2007|gavinac2002	16429126|17200106|11805826|12392552
YJR101W (u) YHL004W	ganx2002|gavinac2006|collinssr2007|gavinac2002	16429126|17200106|11805826|12392552
YHL004W (u) YJR113C	ganx2002|gavinac2006|collinssr2007|gavinac2002	16429126|17200106|11805826|12392552
YJR113C (u) YHL004W	ganx2002|gavinac2006|collinssr2007|gavinac2002	16429126|17200106|11805826|12392552
YHL004W (u) YKL003C	ganx2002	12392552
YKL003C (u) YHL004W	ganx2002	12392552
YHL004W (u) YKL138C	ganx2002	12392552
YKL138C (u) YHL004W	ganx2002	12392552
YHL004W (u) YKL155C	ganx2002|collinssr2007|gavinac2006|saveanuc2001|gavinac2002	16429126|11278769|17200106|11805826|12392552
