systematic_name_dash_removed,systematic_name
YAR027W,YAR027W
YPL186C,YPL186C
YKR044W,YKR044W
YPL003W,YPL003W
YFR026C,YFR026C
YPL020C,YPL020C
YIL031W,YIL031W
YOR191W,YOR191W
YPL139C,YPL139C
YDR207C,YDR207C
YBR173C,YBR173C
YML021C,YML021C
YDR213W,YDR213W
YGR072W,YGR072W
YLR193C,YLR193C
YLR168C,YLR168C
YDR185C,YDR185C
YKL216W,YKL216W
YMR271C,YMR271C
YJL130C,YJL130C
YEL021W,YEL021W
YLR420W,YLR420W
YML106W,YML106W
YKL024C,YKL024C
YBL039C,YBL039C
YJR103W,YJR103W
YKL014C,YKL014C
YJR041C,YJR041C
YDR520C,YDR520C
YNL229C,YNL229C
YDR400W,YDR400W
YNR012W,YNR012W
YIL008W,YIL008W
YPR152C,YPR152C
YML029W,YML029W
YLR132C,YLR132C
YGL098W,YGL098W
YDL058W,YDL058W
YPL230W,YPL230W
YKR042W,YKR042W
YJL109C,YJL109C
YKL099C,YKL099C
YLR222C,YLR222C
YML093W,YML093W
YMR093W,YMR093W
YJL069C,YJL069C
YBL004W,YBL004W
YLR409C,YLR409C
YGR090W,YGR090W
YOR004W,YOR004W
YIL091C,YIL091C
YKR060W,YKR060W
YDR324C,YDR324C
YDR398W,YDR398W
YDR449C,YDR449C
YER082C,YER082C
YGR128C,YGR128C
YHR196W,YHR196W
YJR049C,YJR049C
YEL040W,YEL040W
YEL038W,YEL038W
YEL035C,YEL035C
YEL005C,YEL005C
YLR386W,YLR386W
YCL063W,YCL063W
YNL054W,YNL054W
YEL013W,YEL013W
YOR068C,YOR068C
YOR106W,YOR106W
YDL077C,YDL077C
YGL212W,YGL212W
YML115C,YML115C
YGR094W,YGR094W
YMR088C,YMR088C
YBR293W,YBR293W
YCL069W,YCL069W
YDR119W,YDR119W
YKR105C,YKR105C
YDL128W,YDL128W
YGL258W,YGL258W
YER128W,YER128W
YBR235W,YBR235W
YIL056W,YIL056W
YER064C,YER064C
YDR247W,YDR247W
YIL135C,YIL135C
YOR054C,YOR054C
YGR065C,YGR065C
YLR373C,YLR373C
YBR105C,YBR105C
YNL212W,YNL212W
YIL017C,YIL017C
YGL227W,YGL227W
YPL253C,YPL253C
YLR410W,YLR410W
YDL185W,YDL185W
YHR039CA,YHR039C-A
YPL234C,YPL234C
YPR036W,YPR036W
YHR026W,YHR026W
YBR127C,YBR127C
YGR105W,YGR105W
YHR060W,YHR060W
YEL027W,YEL027W
YOR332W,YOR332W
YKL080W,YKL080W
YLR447C,YLR447C
YGR020C,YGR020C
YEL051W,YEL051W
YCL005WA,YCL005W-A
YHL035C,YHL035C
YDR049W,YDR049W
YNL321W,YNL321W
YGR106C,YGR106C
YOR270C,YOR270C
YKL119C,YKL119C
YKR001C,YKR001C
YLL040C,YLL040C
YBR097W,YBR097W
YPL045W,YPL045W
YOR132W,YOR132W
YMR077C,YMR077C
YOR089C,YOR089C
YKL041W,YKL041W
YJR102C,YJR102C
YNR006W,YNR006W
YPL065W,YPL065W
YHR012W,YHR012W
YDR495C,YDR495C
YPL120W,YPL120W
YLR396C,YLR396C
YLR240W,YLR240W
YJL154C,YJL154C
YLR417W,YLR417W
YLR360W,YLR360W
YPR173C,YPR173C
YDR080W,YDR080W
YGL095C,YGL095C
YOR069W,YOR069W
YKR020W,YKR020W
YDR484W,YDR484W
YJL029C,YJL029C
YDR027C,YDR027C
YJR044C,YJR044C
YDR486C,YDR486C
YDR136C,YDR136C
YGR141W,YGR141W
YLR261C,YLR261C
YDR200C,YDR200C
YLR322W,YLR322W
YOL129W,YOL129W
YPR087W,YPR087W
YJR126C,YJR126C
YML041C,YML041C
YDR485C,YDR485C
YGL104C,YGL104C
YDR372C,YDR372C
YNL246W,YNL246W
YAL002W,YAL002W
YML097C,YML097C
YGL225W,YGL225W
YLR337C,YLR337C
YLR181C,YLR181C
YER072W,YER072W
YFL004W,YFL004W
YPL019C,YPL019C
YJL012C,YJL012C
YIL173W,YIL173W
YJL222W,YJL222W
YMR197C,YMR197C
YOR359W,YOR359W
YML076C,YML076C
YEL002C,YEL002C
YOR043W,YOR043W
YNL197C,YNL197C
YDL224C,YDL224C
YOR083W,YOR083W
YDR374WA,YDR374W-A
YOL097C,YOL097C
YNL283C,YNL283C
YOL105C,YOL105C
YHL028W,YHL028W
YHR134W,YHR134W
YOR230W,YOR230W
YOR229W,YOR229W
YFL010C,YFL010C
YAL004W,YAL004W
YAL016CA,YAL016C-A
YAL016CB,YAL016C-B
YAL019WA,YAL019W-A
YAL026CA,YAL026C-A
YAL031WA,YAL031W-A
YAL034CB,YAL034C-B
YAL037CA,YAL037C-A
YAL037CB,YAL037C-B
YAL037W,YAL037W
YAL042CA,YAL042C-A
YAL044WA,YAL044W-A
YAL045C,YAL045C
YAL047WA,YAL047W-A
YAL056CA,YAL056C-A
YAL059CA,YAL059C-A
YAL063CA,YAL063C-A
YAL064W,YAL064W
YAL064WB,YAL064W-B
YAL065C,YAL065C
YAL066W,YAL066W
YAL067WA,YAL067W-A
YAL068WA,YAL068W-A
YAL069W,YAL069W
YAR009C,YAR009C
YAR010C,YAR010C
YAR019WA,YAR019W-A
YAR023C,YAR023C
YAR028W,YAR028W
YAR029W,YAR029W
YAR030C,YAR030C
YAR035CA,YAR035C-A
YAR047C,YAR047C
YAR053W,YAR053W
YAR060C,YAR060C
YAR061W,YAR061W
YAR062W,YAR062W
YAR064W,YAR064W
YAR066W,YAR066W
YAR068W,YAR068W
YAR069C,YAR069C
YAR070C,YAR070C
YAR075W,YAR075W
YBL005WA,YBL005W-A
YBL005WB,YBL005W-B
YBL006WA,YBL006W-A
YBL008WA,YBL008W-A
YBL010C,YBL010C
YBL012C,YBL012C
YBL028C,YBL028C
YBL029CA,YBL029C-A
YBL029W,YBL029W
YBL036C,YBL036C
YBL039CA,YBL039C-A
YBL039WB,YBL039W-B
YBL044W,YBL044W
YBL053W,YBL053W
YBL055C,YBL055C
YBL059W,YBL059W
YBL062W,YBL062W
YBL065W,YBL065W
YBL068WA,YBL068W-A
YBL070C,YBL070C
YBL071C,YBL071C
YBL071CB,YBL071C-B
YBL073W,YBL073W
YBL077W,YBL077W
YBL081W,YBL081W
YBL083C,YBL083C
YBL086C,YBL086C
YBL094C,YBL094C
YBL095W,YBL095W
YBL096C,YBL096C
YBL100C,YBL100C
YBL100WA,YBL100W-A
YBL100WB,YBL100W-B
YBL100WC,YBL100W-C
YBL107WA,YBL107W-A
YBL108W,YBL108W
YBL109W,YBL109W
YBL111C,YBL111C
YBL112C,YBL112C
YBL113C,YBL113C
YBL113WA,YBL113W-A
YBR012C,YBR012C
YBR012WA,YBR012W-A
YBR012WB,YBR012W-B
YBR013C,YBR013C
YBR016W,YBR016W
YBR027C,YBR027C
YBR032W,YBR032W
YBR051W,YBR051W
YBR053C,YBR053C
YBR056CB,YBR056C-B
YBR056W,YBR056W
YBR056WA,YBR056W-A
YBR062C,YBR062C
YBR063C,YBR063C
YBR064W,YBR064W
YBR071W,YBR071W
YBR072CA,YBR072C-A
YBR076CA,YBR076C-A
YBR085CA,YBR085C-A
YBR089W,YBR089W
YBR090C,YBR090C
YBR096W,YBR096W
YBR099C,YBR099C
YBR103CA,YBR103C-A
YBR109WA,YBR109W-A
YBR113W,YBR113W
YBR116C,YBR116C
YBR121CA,YBR121C-A
YBR124W,YBR124W
YBR126WA,YBR126W-A
YBR126WB,YBR126W-B
YBR131CA,YBR131C-A
YBR134W,YBR134W
YBR137W,YBR137W
YBR138C,YBR138C
YBR139W,YBR139W
YBR141WA,YBR141W-A
YBR144C,YBR144C
YBR174C,YBR174C
YBR178W,YBR178W
YBR182CA,YBR182C-A
YBR184W,YBR184W
YBR190W,YBR190W
YBR191WA,YBR191W-A
YBR196CA,YBR196C-A
YBR196CB,YBR196C-B
YBR197C,YBR197C
YBR200WA,YBR200W-A
YBR201CA,YBR201C-A
YBR206W,YBR206W
YBR209W,YBR209W
YBR219C,YBR219C
YBR220C,YBR220C
YBR221WA,YBR221W-A
YBR223WA,YBR223W-A
YBR224W,YBR224W
YBR225W,YBR225W
YBR226C,YBR226C
YBR230WA,YBR230W-A
YBR232C,YBR232C
YBR238C,YBR238C
YBR241C,YBR241C
YBR242W,YBR242W
YBR255CA,YBR255C-A
YBR259W,YBR259W
YBR277C,YBR277C
YBR284W,YBR284W
YBR285W,YBR285W
YBR287W,YBR287W
YBR292C,YBR292C
YBR296CA,YBR296C-A
YBR298CA,YBR298C-A
YBR300C,YBR300C
YCL001WA,YCL001W-A
YCL001WB,YCL001W-B
YCL002C,YCL002C
YCL007C,YCL007C
YCL012C,YCL012C
YCL019W,YCL019W
YCL020W,YCL020W
YCL021WA,YCL021W-A
YCL022C,YCL022C
YCL023C,YCL023C
YCL041C,YCL041C
YCL042W,YCL042W
YCL046W,YCL046W
YCL048WA,YCL048W-A
YCL049C,YCL049C
YCL065W,YCL065W
YCL068C,YCL068C
YCL074W,YCL074W
YCL075W,YCL075W
YCL076W,YCL076W
YCR001W,YCR001W
YCR006C,YCR006C
YCR007C,YCR007C
YCR013C,YCR013C
YCR015C,YCR015C
YCR016W,YCR016W
YCR018CA,YCR018C-A
YCR022C,YCR022C
YCR023C,YCR023C
YCR024CB,YCR024C-B
YCR025C,YCR025C
YCR038WA,YCR038W-A
YCR041W,YCR041W
YCR043C,YCR043C
YCR045WA,YCR045W-A
YCR047WA,YCR047W-A
YCR049C,YCR049C
YCR050C,YCR050C
YCR051W,YCR051W
YCR061W,YCR061W
YCR064C,YCR064C
YCR075WA,YCR075W-A
YCR081CA,YCR081C-A
YCR085W,YCR085W
YCR087CA,YCR087C-A
YCR087W,YCR087W
YCR090C,YCR090C
YCR095WA,YCR095W-A
YCR097WA,YCR097W-A
YCR099C,YCR099C
YCR100C,YCR100C
YCR101C,YCR101C
YCR102C,YCR102C
YCR102WA,YCR102W-A
YCR108C,YCR108C
YDL007CA,YDL007C-A
YDL009C,YDL009C
YDL011C,YDL011C
YDL012C,YDL012C
YDL016C,YDL016C
YDL022CA,YDL022C-A
YDL023C,YDL023C
YDL025WA,YDL025W-A
YDL026W,YDL026W
YDL027C,YDL027C
YDL032W,YDL032W
YDL034W,YDL034W
YDL041W,YDL041W
YDL050C,YDL050C
YDL057W,YDL057W
YDL062W,YDL062W
YDL068W,YDL068W
YDL071C,YDL071C
YDL073W,YDL073W
YDL085CA,YDL085C-A
YDL086CA,YDL086C-A
YDL086W,YDL086W
YDL094C,YDL094C
YDL109C,YDL109C
YDL114W,YDL114W
YDL114WA,YDL114W-A
YDL118W,YDL118W
YDL119C,YDL119C
YDL121C,YDL121C
YDL124W,YDL124W
YDL129W,YDL129W
YDL144C,YDL144C
YDL152W,YDL152W
YDL157C,YDL157C
YDL158C,YDL158C
YDL159CB,YDL159C-B
YDL159WA,YDL159W-A
YDL162C,YDL162C
YDL163W,YDL163W
YDL172C,YDL172C
YDL176W,YDL176W
YDL177C,YDL177C
YDL180W,YDL180W
YDL183C,YDL183C
YDL185CA,YDL185C-A
YDL186W,YDL186W
YDL187C,YDL187C
YDL196W,YDL196W
YDL199C,YDL199C
YDL206W,YDL206W
YDL211C,YDL211C
YDL218W,YDL218W
YDL221W,YDL221W
YDL228C,YDL228C
YDL240CA,YDL240C-A
YDL241W,YDL241W
YDL242W,YDL242W
YDL247WA,YDL247W-A
YDR003WA,YDR003W-A
YDR008C,YDR008C
YDR010C,YDR010C
YDR015C,YDR015C
YDR018C,YDR018C
YDR029W,YDR029W
YDR034CA,YDR034C-A
YDR034CC,YDR034C-C
YDR034CD,YDR034C-D
YDR034WB,YDR034W-B
YDR042C,YDR042C
YDR048C,YDR048C
YDR053W,YDR053W
YDR056C,YDR056C
YDR061W,YDR061W
YDR089W,YDR089W
YDR090C,YDR090C
YDR094W,YDR094W
YDR095C,YDR095C
YDR098CA,YDR098C-A
YDR098CB,YDR098C-B
YDR102C,YDR102C
YDR109C,YDR109C
YDR114C,YDR114C
YDR115W,YDR115W
YDR118WA,YDR118W-A
YDR124W,YDR124W
YDR131C,YDR131C
YDR132C,YDR132C
YDR133C,YDR133C
YDR134C,YDR134C
YDR149C,YDR149C
YDR154C,YDR154C
YDR157W,YDR157W
YDR161W,YDR161W
YDR169CA,YDR169C-A
YDR170WA,YDR170W-A
YDR179WA,YDR179W-A
YDR182WA,YDR182W-A
YDR183CA,YDR183C-A
YDR186C,YDR186C
YDR187C,YDR187C
YDR193W,YDR193W
YDR194WA,YDR194W-A
YDR199W,YDR199W
YDR203W,YDR203W
YDR209C,YDR209C
YDR210CC,YDR210C-C
YDR210CD,YDR210C-D
YDR210W,YDR210W
YDR210WA,YDR210W-A
YDR210WB,YDR210W-B
YDR215C,YDR215C
YDR220C,YDR220C
YDR222W,YDR222W
YDR230W,YDR230W
YDR239C,YDR239C
YDR246WA,YDR246W-A
YDR248C,YDR248C
YDR249C,YDR249C
YDR250C,YDR250C
YDR261CC,YDR261C-C
YDR261CD,YDR261C-D
YDR261WA,YDR261W-A
YDR261WB,YDR261W-B
YDR262W,YDR262W
YDR269C,YDR269C
YDR271C,YDR271C
YDR274C,YDR274C
YDR278C,YDR278C
YDR282C,YDR282C
YDR286C,YDR286C
YDR290W,YDR290W
YDR306C,YDR306C
YDR316WA,YDR316W-A
YDR316WB,YDR316W-B
YDR320WB,YDR320W-B
YDR327W,YDR327W
YDR336W,YDR336W
YDR338C,YDR338C
YDR340W,YDR340W
YDR341C,YDR341C
YDR344C,YDR344C
YDR354CA,YDR354C-A
YDR355C,YDR355C
YDR365WA,YDR365W-A
YDR365WB,YDR365W-B
YDR366C,YDR366C
YDR371CA,YDR371C-A
YDR381CA,YDR381C-A
YDR387C,YDR387C
YDR391C,YDR391C
YDR396W,YDR396W
YDR401W,YDR401W
YDR406WA,YDR406W-A
YDR413C,YDR413C
YDR415C,YDR415C
YDR417C,YDR417C
YDR426C,YDR426C
YDR431W,YDR431W
YDR433W,YDR433W
YDR442W,YDR442W
YDR444W,YDR444W
YDR445C,YDR445C
YDR455C,YDR455C
YDR461CA,YDR461C-A
YDR464CA,YDR464C-A
YDR467C,YDR467C
YDR476C,YDR476C
YDR491C,YDR491C
YDR509W,YDR509W
YDR510CA,YDR510C-A
YDR514C,YDR514C
YDR521W,YDR521W
YDR524CA,YDR524C-A
YDR524CB,YDR524C-B
YDR524WC,YDR524W-C
YDR526C,YDR526C
YDR535C,YDR535C
YDR537C,YDR537C
YDR541C,YDR541C
YDR543C,YDR543C
YDR544C,YDR544C
YDR545CA,YDR545C-A
YEL008CA,YEL008C-A
YEL008W,YEL008W
YEL009CA,YEL009C-A
YEL010W,YEL010W
YEL014C,YEL014C
YEL018CA,YEL018C-A
YEL020C,YEL020C
YEL020CB,YEL020C-B
YEL023C,YEL023C
YEL025C,YEL025C
YEL028W,YEL028W
YEL030CA,YEL030C-A
YEL032CA,YEL032C-A
YEL034CA,YEL034C-A
YEL043W,YEL043W
YEL045C,YEL045C
YEL050WA,YEL050W-A
YEL053WA,YEL053W-A
YEL057C,YEL057C
YEL067C,YEL067C
YEL068C,YEL068C
YEL073C,YEL073C
YEL074W,YEL074W
YEL075C,YEL075C
YEL075WA,YEL075W-A
YEL076C,YEL076C
YEL076CA,YEL076C-A
YEL077C,YEL077C
YEL077WA,YEL077W-A
YER006CA,YER006C-A
YER010C,YER010C
YER023CA,YER023C-A
YER034W,YER034W
YER038WA,YER038W-A
YER039CA,YER039C-A
YER046WA,YER046W-A
YER053CA,YER053C-A
YER066CA,YER066C-A
YER067CA,YER067C-A
YER068CA,YER068C-A
YER076C,YER076C
YER076WA,YER076W-A
YER077C,YER077C
YER078WA,YER078W-A
YER079CA,YER079C-A
YER079W,YER079W
YER084W,YER084W
YER084WA,YER084W-A
YER085C,YER085C
YER087CA,YER087C-A
YER088CA,YER088C-A
YER088WB,YER088W-B
YER090CA,YER090C-A
YER091CA,YER091C-A
YER097W,YER097W
YER107WA,YER107W-A
YER119CA,YER119C-A
YER121W,YER121W
YER133WA,YER133W-A
YER134C,YER134C
YER135C,YER135C
YER137C,YER137C
YER137CA,YER137C-A
YER137WA,YER137W-A
YER138C,YER138C
YER138WA,YER138W-A
YER145CA,YER145C-A
YER147CA,YER147C-A
YER148WA,YER148W-A
YER152C,YER152C
YER152WA,YER152W-A
YER156C,YER156C
YER158C,YER158C
YER158WA,YER158W-A
YER159CA,YER159C-A
YER160C,YER160C
YER165CA,YER165C-A
YER172CA,YER172C-A
YER175WA,YER175W-A
YER181C,YER181C
YER184C,YER184C
YER186C,YER186C
YER187W,YER187W
YER188CA,YER188C-A
YER188W,YER188W
YER189W,YER189W
YER190CA,YER190C-A
YER190CB,YER190C-B
YFL002WA,YFL002W-A
YFL002WB,YFL002W-B
YFL012W,YFL012W
YFL012WA,YFL012W-A
YFL013WA,YFL013W-A
YFL015C,YFL015C
YFL015WA,YFL015W-A
YFL019C,YFL019C
YFL021CA,YFL021C-A
YFL031CA,YFL031C-A
YFL032W,YFL032W
YFL034W,YFL034W
YFL040W,YFL040W
YFL041WA,YFL041W-A
YFL042C,YFL042C
YFL051C,YFL051C
YFL052W,YFL052W
YFL054C,YFL054C
YFL063W,YFL063W
YFL064C,YFL064C
YFL065C,YFL065C
YFL066C,YFL066C
YFL067W,YFL067W
YFL068W,YFL068W
YFR006W,YFR006W
YFR009WA,YFR009W-A
YFR010WA,YFR010W-A
YFR012WA,YFR012W-A
YFR016C,YFR016C
YFR018C,YFR018C
YFR020W,YFR020W
YFR032CB,YFR032C-B
YFR034WA,YFR034W-A
YFR035C,YFR035C
YFR036WA,YFR036W-A
YFR045W,YFR045W
YFR052CA,YFR052C-A
YFR054C,YFR054C
YFR056C,YFR056C
YFR057W,YFR057W
YGL006WA,YGL006W-A
YGL007CA,YGL007C-A
YGL010W,YGL010W
YGL014CA,YGL014C-A
YGL015C,YGL015C
YGL024W,YGL024W
YGL034C,YGL034C
YGL036W,YGL036W
YGL039W,YGL039W
YGL041C,YGL041C
YGL041CB,YGL041C-B
YGL041WA,YGL041W-A
YGL042C,YGL042C
YGL052W,YGL052W
YGL063CA,YGL063C-A
YGL069C,YGL069C
YGL072C,YGL072C
YGL074C,YGL074C
YGL081W,YGL081W
YGL082W,YGL082W
YGL088W,YGL088W
YGL101W,YGL101W
YGL102C,YGL102C
YGL108C,YGL108C
YGL109W,YGL109W
YGL114W,YGL114W
YGL117W,YGL117W
YGL118C,YGL118C
YGL123CA,YGL123C-A
YGL132W,YGL132W
YGL138C,YGL138C
YGL140C,YGL140C
YGL149W,YGL149W
YGL152C,YGL152C
YGL159W,YGL159W
YGL165C,YGL165C
YGL176C,YGL176C
YGL177W,YGL177W
YGL182C,YGL182C
YGL185C,YGL185C
YGL188C,YGL188C
YGL188CA,YGL188C-A
YGL193C,YGL193C
YGL194CA,YGL194C-A
YGL199C,YGL199C
YGL204C,YGL204C
YGL214W,YGL214W
YGL217C,YGL217C
YGL218W,YGL218W
YGL230C,YGL230C
YGL235W,YGL235W
YGL239C,YGL239C
YGL242C,YGL242C
YGL258WA,YGL258W-A
YGL260W,YGL260W
YGL262W,YGL262W
YGR011W,YGR011W
YGR012W,YGR012W
YGR015C,YGR015C
YGR016W,YGR016W
YGR017W,YGR017W
YGR018C,YGR018C
YGR021W,YGR021W
YGR022C,YGR022C
YGR025W,YGR025W
YGR026W,YGR026W
YGR027WA,YGR027W-A
YGR027WB,YGR027W-B
YGR035C,YGR035C
YGR035WA,YGR035W-A
YGR038CA,YGR038C-A
YGR038CB,YGR038C-B
YGR039W,YGR039W
YGR042W,YGR042W
YGR045C,YGR045C
YGR050C,YGR050C
YGR051C,YGR051C
YGR053C,YGR053C
YGR054W,YGR054W
YGR064W,YGR064W
YGR066C,YGR066C
YGR067C,YGR067C
YGR068WA,YGR068W-A
YGR069W,YGR069W
YGR073C,YGR073C
YGR079W,YGR079W
YGR107W,YGR107W
YGR109WA,YGR109W-A
YGR109WB,YGR109W-B
YGR111W,YGR111W
YGR114C,YGR114C
YGR115C,YGR115C
YGR117C,YGR117C
YGR121WA,YGR121W-A
YGR122CA,YGR122C-A
YGR122W,YGR122W
YGR125W,YGR125W
YGR126W,YGR126W
YGR127W,YGR127W
YGR130C,YGR130C
YGR137W,YGR137W
YGR139W,YGR139W
YGR146CA,YGR146C-A
YGR149W,YGR149W
YGR151C,YGR151C
YGR153W,YGR153W
YGR160W,YGR160W
YGR161CC,YGR161C-C
YGR161CD,YGR161C-D
YGR161WA,YGR161W-A
YGR161WB,YGR161W-B
YGR161WC,YGR161W-C
YGR164W,YGR164W
YGR168C,YGR168C
YGR169CA,YGR169C-A
YGR174WA,YGR174W-A
YGR176W,YGR176W
YGR182C,YGR182C
YGR190C,YGR190C
YGR201C,YGR201C
YGR204CA,YGR204C-A
YGR210C,YGR210C
YGR219W,YGR219W
YGR226C,YGR226C
YGR228W,YGR228W
YGR237C,YGR237C
YGR240CA,YGR240C-A
YGR242W,YGR242W
YGR250C,YGR250C
YGR259C,YGR259C
YGR265W,YGR265W
YGR266W,YGR266W
YGR269W,YGR269W
YGR270CA,YGR270C-A
YGR273C,YGR273C
YGR283C,YGR283C
YGR290W,YGR290W
YGR291C,YGR291C
YGR293C,YGR293C
YGR296CA,YGR296C-A
YGR296CB,YGR296C-B
YHL002CA,YHL002C-A
YHL005C,YHL005C
YHL006WA,YHL006W-A
YHL008C,YHL008C
YHL009WA,YHL009W-A
YHL009WB,YHL009W-B
YHL012W,YHL012W
YHL015WA,YHL015W-A
YHL017W,YHL017W
YHL018W,YHL018W
YHL019WA,YHL019W-A
YHL026C,YHL026C
YHL030WA,YHL030W-A
YHL034WA,YHL034W-A
YHL037C,YHL037C
YHL041W,YHL041W
YHL042W,YHL042W
YHL044W,YHL044W
YHL045W,YHL045W
YHL046WA,YHL046W-A
YHL048CA,YHL048C-A
YHL049C,YHL049C
YHL050C,YHL050C
YHL050WA,YHL050W-A
YHR007CA,YHR007C-A
YHR020W,YHR020W
YHR022C,YHR022C
YHR022CA,YHR022C-A
YHR028WA,YHR028W-A
YHR032CA,YHR032C-A
YHR032WA,YHR032W-A
YHR033W,YHR033W
YHR035W,YHR035W
YHR045W,YHR045W
YHR049CA,YHR049C-A
YHR050WA,YHR050W-A
YHR052WA,YHR052W-A
YHR054C,YHR054C
YHR054WA,YHR054W-A
YHR056WA,YHR056W-A
YHR063WA,YHR063W-A
YHR069CA,YHR069C-A
YHR070CA,YHR070C-A
YHR071CA,YHR071C-A
YHR073CB,YHR073C-B
YHR073WA,YHR073W-A
YHR078W,YHR078W
YHR080C,YHR080C
YHR086WA,YHR086W-A
YHR095W,YHR095W
YHR097C,YHR097C
YHR112C,YHR112C
YHR125W,YHR125W
YHR127W,YHR127W
YHR130C,YHR130C
YHR131C,YHR131C
YHR131WA,YHR131W-A
YHR137CA,YHR137C-A
YHR138C,YHR138C
YHR139CA,YHR139C-A
YHR140W,YHR140W
YHR145C,YHR145C
YHR165WA,YHR165W-A
YHR173C,YHR173C
YHR175WA,YHR175W-A
YHR177W,YHR177W
YHR180CB,YHR180C-B
YHR180W,YHR180W
YHR180WA,YHR180W-A
YHR182CA,YHR182C-A
YHR182W,YHR182W
YHR193CA,YHR193C-A
YHR202W,YHR202W
YHR210C,YHR210C
YHR212C,YHR212C
YHR212WA,YHR212W-A
YHR213W,YHR213W
YHR213WA,YHR213W-A
YHR213WB,YHR213W-B
YHR214CB,YHR214C-B
YHR214CC,YHR214C-C
YHR214CD,YHR214C-D
YHR214CE,YHR214C-E
YHR214W,YHR214W
YHR214WA,YHR214W-A
YHR217C,YHR217C
YHR218W,YHR218W
YHR218WA,YHR218W-A
YHR219CA,YHR219C-A
YHR219W,YHR219W
YIL001W,YIL001W
YIL002WA,YIL002W-A
YIL012W,YIL012W
YIL014CA,YIL014C-A
YIL020CA,YIL020C-A
YIL021CA,YIL021C-A
YIL024C,YIL024C
YIL025C,YIL025C
YIL028W,YIL028W
YIL029C,YIL029C
YIL029WA,YIL029W-A
YIL030WA,YIL030W-A
YIL032C,YIL032C
YIL046WA,YIL046W-A
YIL047CA,YIL047C-A
YIL054W,YIL054W
YIL055C,YIL055C
YIL058W,YIL058W
YIL059C,YIL059C
YIL060W,YIL060W
YIL066WA,YIL066W-A
YIL067C,YIL067C
YIL068WA,YIL068W-A
YIL071WA,YIL071W-A
YIL077C,YIL077C
YIL080W,YIL080W
YIL082W,YIL082W
YIL082WA,YIL082W-A
YIL086C,YIL086C
YIL089W,YIL089W
YIL092W,YIL092W
YIL100CA,YIL100C-A
YIL100W,YIL100W
YIL102C,YIL102C
YIL102CA,YIL102C-A
YIL105WA,YIL105W-A
YIL108W,YIL108W
YIL115WA,YIL115W-A
YIL134CA,YIL134C-A
YIL141W,YIL141W
YIL142CA,YIL142C-A
YIL152W,YIL152W
YIL156WA,YIL156W-A
YIL156WB,YIL156W-B
YIL161W,YIL161W
YIL163C,YIL163C
YIL165C,YIL165C
YIL166C,YIL166C
YIL168W,YIL168W
YIL169C,YIL169C
YIL171W,YIL171W
YIL171WA,YIL171W-A
YIL174W,YIL174W
YIL175W,YIL175W
YIL177C,YIL177C
YIL177WA,YIL177W-A
YIR007W,YIR007W
YIR014W,YIR014W
YIR016W,YIR016W
YIR017WA,YIR017W-A
YIR018CA,YIR018C-A
YIR020C,YIR020C
YIR020CB,YIR020C-B
YIR020WA,YIR020W-A
YIR021WA,YIR021W-A
YIR023CA,YIR023C-A
YIR030WA,YIR030W-A
YIR035C,YIR035C
YIR036WA,YIR036W-A
YIR040C,YIR040C
YIR042C,YIR042C
YIR043C,YIR043C
YIR044C,YIR044C
YJL007C,YJL007C
YJL009W,YJL009W
YJL015C,YJL015C
YJL016W,YJL016W
YJL020WA,YJL020W-A
YJL022W,YJL022W
YJL026CA,YJL026C-A
YJL027C,YJL027C
YJL028W,YJL028W
YJL032W,YJL032W
YJL043W,YJL043W
YJL045W,YJL045W
YJL047CA,YJL047C-A
YJL049W,YJL049W
YJL052CA,YJL052C-A
YJL055W,YJL055W
YJL064W,YJL064W
YJL067W,YJL067W
YJL068C,YJL068C
YJL070C,YJL070C
YJL077WA,YJL077W-A
YJL077WB,YJL077W-B
YJL086C,YJL086C
YJL107C,YJL107C
YJL113W,YJL113W
YJL114W,YJL114W
YJL118W,YJL118W
YJL119C,YJL119C
YJL120W,YJL120W
YJL127CB,YJL127C-B
YJL127WA,YJL127W-A
YJL132W,YJL132W
YJL133CA,YJL133C-A
YJL135W,YJL135W
YJL136WA,YJL136W-A
YJL144W,YJL144W
YJL147C,YJL147C
YJL150W,YJL150W
YJL152W,YJL152W
YJL156WA,YJL156W-A
YJL160C,YJL160C
YJL163C,YJL163C
YJL169W,YJL169W
YJL171C,YJL171C
YJL175W,YJL175W
YJL181W,YJL181W
YJL182C,YJL182C
YJL193W,YJL193W
YJL195C,YJL195C
YJL197CA,YJL197C-A
YJL202C,YJL202C
YJL206C,YJL206C
YJL211C,YJL211C
YJL213W,YJL213W
YJL215C,YJL215C
YJL218W,YJL218W
YJL220W,YJL220W
YJL222WA,YJL222W-A
YJL222WB,YJL222W-B
YJL225C,YJL225C
YJL225WA,YJL225W-A
YJR003C,YJR003C
YJR005CA,YJR005C-A
YJR011C,YJR011C
YJR012C,YJR012C
YJR015W,YJR015W
YJR018W,YJR018W
YJR020W,YJR020W
YJR023C,YJR023C
YJR026W,YJR026W
YJR027W,YJR027W
YJR028W,YJR028W
YJR029W,YJR029W
YJR030C,YJR030C
YJR037W,YJR037W
YJR038C,YJR038C
YJR039W,YJR039W
YJR056C,YJR056C
YJR061W,YJR061W
YJR071W,YJR071W
YJR079W,YJR079W
YJR084W,YJR084W
YJR085C,YJR085C
YJR087W,YJR087W
YJR096W,YJR096W
YJR098C,YJR098C
