Forest name	Forest size	Steiner nodes	Prizes in forest	Total prizes
pde2_prizes_beta4.0_omega0.01_mu0.10_seed1_optimalForest.sif	0	0	0	19
pde2_prizes_beta4.0_omega0.01_mu0.10_seed4_optimalForest.sif	0	0	0	19
pde2_prizes_beta4.0_omega0.01_mu0.10_seed3_optimalForest.sif	0	0	0	19
pde2_prizes_beta4.5_omega0.01_mu0.10_seed1_optimalForest.sif	11	7	4	19
pde2_prizes_beta5.0_omega0.01_mu0.10_seed5_optimalForest.sif	11	7	4	19
pde2_prizes_beta3.5_omega0.01_mu0.10_seed10_optimalForest.sif	0	0	0	19
pde2_prizes_beta5.0_omega0.01_mu0.10_seed3_optimalForest.sif	11	7	4	19
pde2_prizes_beta4.0_omega0.01_mu0.10_seed2_optimalForest.sif	0	0	0	19
pde2_prizes_beta5.0_omega0.01_mu0.10_seed4_optimalForest.sif	11	7	4	19
pde2_prizes_beta4.5_omega0.01_mu0.10_seed9_optimalForest.sif	0	0	0	19
pde2_prizes_beta4.5_omega0.01_mu0.10_seed3_optimalForest.sif	11	7	4	19
pde2_prizes_beta4.5_omega0.01_mu0.10_seed4_optimalForest.sif	0	0	0	19
pde2_prizes_beta4.5_omega0.01_mu0.10_seed5_optimalForest.sif	11	7	4	19
pde2_prizes_beta4.5_omega0.01_mu0.10_seed10_optimalForest.sif	11	7	4	19
pde2_prizes_beta4.5_omega0.01_mu0.10_seed6_optimalForest.sif	11	7	4	19
pde2_prizes_beta5.0_omega0.01_mu0.10_seed1_optimalForest.sif	11	7	4	19
pde2_prizes_beta5.0_omega0.01_mu0.10_seed8_optimalForest.sif	11	7	4	19
pde2_prizes_beta4.5_omega0.01_mu0.10_seed2_optimalForest.sif	0	0	0	19
pde2_prizes_beta5.0_omega0.01_mu0.10_seed10_optimalForest.sif	11	7	4	19
pde2_prizes_beta5.0_omega0.01_mu0.10_seed7_optimalForest.sif	11	7	4	19
pde2_prizes_beta5.0_omega0.01_mu0.10_seed2_optimalForest.sif	11	7	4	19
pde2_prizes_beta5.0_omega0.01_mu0.10_seed6_optimalForest.sif	11	7	4	19
pde2_prizes_beta5.0_omega0.01_mu0.10_seed9_optimalForest.sif	11	7	4	19
pde2_prizes_beta4.5_omega0.01_mu0.10_seed7_optimalForest.sif	0	0	0	19
